color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
,,,,,,,,,,,,,,f,2.75312356511,,,,,,,,,,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
,,,,,,,,,,,,,,,,d,0.751107748598,,,,,,,,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
,,,,,,,,,,,,,,,,,,d,0.484003511723,,,,,,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,0,0,0,0,,,,,,,,,,,d,0.968282918911,f,0.501055743545,5,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,0,1,1,1,,,,,,,,,,,,,f,0.567562783603,4,0,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,0,2,2,2,,,,,,,,,,,,,f,0.233788838144,3,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,0,3,3,3,,,,,,,,,,,,,f,0.149942260701,4,1,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,0,4,4,4,,,,,,,,,,,,,f,0.217194772791,5,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,0,5,5,5,,,,,,,,,,,,,f,0.150595572777,3,0,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,0,6,6,6,,,,,,,,,,,,,f,0.233688778244,4,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,0,7,7,7,,,,,,,,,,,,,f,0.150155838113,999,0,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,0,0,0,,,,,,,,,,,d,0.350705346093,f,0.333962361794,3,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,1,1,1,,,,,,,,,,,,,f,0.150392528623,5,1,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,2,2,2,,,,,,,,,,,,,f,0.0336170396768,4,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,3,3,3,,,,,,,,,,,,,f,0.150654087309,5,1,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,4,4,4,,,,,,,,,,,,,f,0.0500051346608,999,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,5,5,5,,,,,,,,,,,,,f,0.167252540588,3,0,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,6,6,6,,,,,,,,,,,,,f,0.233994222712,4,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,7,7,7,,,,,,,,,,,,,f,0.133554166183,6,1,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
#fdae61,o,2,0,2,0,0,0,0,0,,,,,,,,,,,d,0.91789188236,f,0.567472964525,999,,,,,,2018_Nov_05_0915,59.9757321957,Arrows_VVA_Color,1003,
