color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,repeat_color_practice_mini.thisRepN,repeat_color_practice_mini.thisTrialN,repeat_color_practice_mini.thisN,repeat_color_practice_mini.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_2.rt,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
,,,,,,,,,,,,,,,,,,f,14.5766279909,,,,,,,,,,,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
,,,,,,,,,,,,,,,,,,,,f,10.5294048873,,,,,,,,,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
,,,,,,,,,,,,,,,,,,,,,,f,8.84606885423,,,,,,,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,d,38.0991411182,None,f,4.69851182786,3,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,a,2.16695783951,5,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,f,11.1792509116,6,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,a,1.68429188326,4,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,f,5.06542307972,3,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,f,1.96660147072,999,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,f,9.39725480904,4,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,f,9.11389833806,6,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,d,f,4.29934174856,6,,9.78004959533,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,a,1.86750185302,3,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,o,0,0,0,0,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,f,4.21650720212,999,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,o,0,0,0,0,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,f,1.60059742866,6,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,r,0,0,0,0,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,f,10.2965705863,999,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,a,2.00027979368,3,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,f,6.28167280026,6,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,r,0,0,0,0,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,a,1.43310811504,4,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,d,f,5.86543664547,999,,15.3932613902,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,f,1.45107113676,5,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,f,4.23291462455,3,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,a,2.01660376887,999,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,f,2.18290295533,3,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,f,1.2511516388,999,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,f,1.93405972591,3,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,f,1.53323319665,999,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,d,16.5090544714,None,f,2.46651423043,999,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,f,3.26556346742,4,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,f,1.79993502718,999,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,a,1.38398625218,3,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,f,1.66631592053,5,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,a,1.68307587407,3,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,f,1.41610451342,4,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,f,1.183444693,5,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,d,f,2.59959070692,3,,5.06422135027,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,a,1.69993221585,4,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,f,1.44937898745,6,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,a,1.41648292656,999,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,f,1.39991887322,4,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,f,1.48303633703,5,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,f,1.39956143345,6,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,a,1.88302080781,999,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,d,f,2.4496627973,6,,3.74777068699,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,f,1.25015830432,4,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,f,1.8328101147,6,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,a,1.28332121787,4,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,f,2.08291263878,999,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,a,8.84628081914,5,1,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,f,6.03095267738,3,,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,f,1.73325845394,5,0,,,,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,8.62946303265,,,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,999,,,,,f,1.84950848685,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,4,0,,,,a,1.8166958732,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,5,,,,,f,1.449872531,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,4,0,,,,a,1.48290023325,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,3,,,,,f,1.28297270294,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,6,0,,,,a,1.51666958955,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,5,,,,,f,1.21654111651,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,4,0,,,,f,1.13359947201,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,999,,,,,f,1.61668534189,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,3,0,,,,f,1.79976813271,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,6,,,,,f,1.78267349774,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,3,0,,,,a,1.55030998194,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,4,,,,,f,1.79938124097,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,5,0,,,,f,1.16676997167,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,999,,,,,f,1.61703742676,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,5,0,,,,f,1.28343277834,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,4,,,,,f,1.29964296185,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,999,0,,,,a,1.43369670812,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,6,,,,,f,1.38344228329,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,999,0,,,,f,1.20079904076,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,4,,,,,f,1.78268465379,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,3,0,,,,a,1.80049238332,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,6,,,,,f,1.35006115745,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,5,0,,,,a,1.84977400079,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,999,,,,,f,1.68308658387,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,5,0,,,,f,1.43330133779,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,3,,,,,f,1.14954771152,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,999,0,,,,a,1.36702504354,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,4,,,,,f,1.33310530372,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,999,0,,,,f,1.43383504311,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,6,,,,,f,1.28322482961,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,5,1,,,,a,2.99909903759,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,3,,,,,f,2.09968776454,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,6,0,,,,a,1.43310052893,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,3,,,,,f,1.74915805308,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,6,0,,,,f,1.28313870493,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,999,,,,,f,1.78334152187,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,3,0,,,,f,1.21707169813,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,999,,,,,f,1.50031571615,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,5,0,,,,a,1.41726563487,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,6,,,,,f,1.69893798889,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,3,0,,,,a,1.88370043424,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,4,,,,,f,1.56618369905,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,999,0,,,,f,1.28374068526,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,4,,,,,f,1.23332739832,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,999,0,,,,a,1.2006727543,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,6,,,,,f,1.45058116315,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,3,0,,,,f,1.41595323742,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,6,,,,,f,1.78286984418,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,999,0,,,,f,1.73430444497,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,6,,,,,f,1.6159485965,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,3,0,,,,a,1.33329495653,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,6,,,,,f,1.21687624418,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,999,0,,,,f,3.33251447943,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,5,,,,,f,1.38321157623,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,6,1,,,,a,9.78028654978,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,3,,,,,f,1.56786156862,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,4,0,,,,a,1.66631235059,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,3,,,,,f,1.90089279618,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,4,0,,,,a,1.48452723124,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,5,,,,,f,1.83395249398,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,999,0,,,,f,1.03387913181,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,3,,,,,f,1.40124242672,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,999,0,,,,f,2.63329089573,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,4,,,,,f,1.58361703163,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,999,1,,,,f,11.1126872375,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,5,,,,,f,3.83299619757,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,6,0,,,,f,1.36751814085,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,5,,,,,f,1.51737688297,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,4,1,,,,a,4.26563486613,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,5,,,,,f,1.78940237945,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,4,0,,,,a,1.50103014944,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,5,,,,,f,2.25002086181,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,6,0,,,,a,1.60031808123,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,5,,,,,f,1.90061880365,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,3,0,,,,f,1.31687860926,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,5,,,,,f,1.59968218651,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,999,0,,,,a,1.66739225601,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,6,,,,,f,1.46703811843,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,999,0,,,,f,1.11812023274,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,3,,,,,f,1.64982951328,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,6,0,,,,f,1.31747880462,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,999,,,,,f,1.88382270452,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,5,0,,,,a,1.80077530069,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,3,,,,,f,1.3512084454,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
