color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,repeat_color_practice_mini.thisRepN,repeat_color_practice_mini.thisTrialN,repeat_color_practice_mini.thisN,repeat_color_practice_mini.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_2.rt,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
#d7191c,r,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,4,0,,,,f,1.08411927689,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,6,,,,,f,1.31657382604,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,5,0,,,,f,1.33451275069,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,999,,,,,f,1.26799503957,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,5,0,,,,a,1.3338813184,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,3,,,,,f,1.23365538612,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,999,0,,,,a,1.25037696285,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,5,,,,,f,1.7335114731,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,999,0,,,,f,1.33363142293,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,6,,,,,f,1.08393587147,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,4,0,,,,a,1.41744948653,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,3,,,,,f,1.46786500468,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,6,0,,,,f,1.56777053527,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,999,,,,,f,1.8347566219,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,3,0,,,,f,1.05061632701,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,4,,,,,f,1.58338766329,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,3,0,,,,a,1.26772997188,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,4,,,,,f,1.6000525673,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,6,0,,,,f,1.46778780483,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,3,,,,,f,1.70016158419,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,6,0,,,,a,1.56712437699,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,999,,,,,f,1.53465536961,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,3,0,,,,a,1.46736967617,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,6,,,,,f,1.41751062167,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,999,0,,,,f,1.18421624526,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,3,,,,,f,1.58364826856,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,5,0,,,,f,1.35087956511,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,4,,,,,f,1.28375407252,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,999,0,,,,a,1.31708477302,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,3,,,,,f,1.3336992517,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,5,0,,,,a,1.31754484843,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,3,,,,,f,1.56696149869,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,999,0,,,,f,1.26748855501,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,5,,,,,f,1.33469570987,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,3,0,,,,f,1.96720835972,2018_Dec_13_1422,60.0293324262,Arrows_VVA_Color,1003,
