color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
,,,,,,,,,,,,,,d,34.1980073692,,,,,,,,,,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
,,,,,,,,,,,,,,,,f,1.43670717466,,,,,,,,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
,,,,,,,,,,,,,,,,,,a,0.617133215854,,,,,,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,0,0,0,0,0,0,0,1,,,,,,,,,,,d,0.535731832427,f,0.336648583619,6,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,0,0,0,0,0,1,1,6,,,,,,,,,,,,,a,0.301127598611,999,0,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,0,0,0,0,0,2,2,8,,,,,,,,,,,,,f,0.565681983188,3,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,0,0,0,0,0,3,3,0,,,,,,,,,,,,,a,0.284100051897,6,0,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,0,0,0,0,0,4,4,2,,,,,,,,,,,,,f,0.233829118542,999,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,0,0,0,0,0,5,5,7,,,,,,,,,,,,,a,0.251133332768,4,0,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,0,0,0,0,0,6,6,5,,,,,,,,,,,,,f,0.23333290197,5,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,0,0,0,0,0,7,7,3,,,,,,,,,,,,,a,0.234298560838,999,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,0,0,0,0,0,8,8,4,,,,,,,,,,,,,f,0.183283302625,5,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,0,0,0,0,1,0,9,3,,,,,,,,,,,,,a,0.20043936586,4,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,0,0,0,0,1,1,10,6,,,,,,,,,,,,,f,0.184098579312,3,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,0,0,0,0,1,2,11,5,,,,,,,,,,,,,a,0.184263241106,5,0,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,0,0,0,0,1,3,12,4,,,,,,,,,,,,,f,0.183007973825,6,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,0,0,0,0,1,4,13,7,,,,,,,,,,,,,a,0.149882840233,4,0,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,0,0,0,0,1,5,14,1,,,,,,,,,,,,,f,0.167345468922,6,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,0,0,0,0,1,6,15,2,,,,,,,,,,,,,a,0.134753589649,5,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,0,0,0,0,1,7,16,8,,,,,,,,,,,,,f,0.117970581319,999,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,0,0,0,0,1,8,17,0,,,,,,,,,,,,,a,0.134552336346,4,0,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,1,0,1,0,0,0,0,1,,,,,,,,,,,d,0.467581930398,f,0.217840413716,5,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,1,0,1,0,0,1,1,6,,,,,,,,,,,,,f,0.168942554453,3,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,1,0,1,0,0,2,2,0,,,,,,,,,,,,,a,0.18329936719,5,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,1,0,1,0,0,3,3,4,,,,,,,,,,,,,f,0.102441501555,999,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,1,0,1,0,0,4,4,8,,,,,,,,,,,,,f,0.166374455199,3,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,1,0,1,0,0,5,5,5,,,,,,,,,,,,,f,0.118901433629,6,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,1,0,1,0,0,6,6,2,,,,,,,,,,,,,f,0.153281834502,999,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,1,0,1,0,0,7,7,3,,,,,,,,,,,,,f,0.0518434758007,5,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,1,0,1,0,0,8,8,7,,,,,,,,,,,,,f,0.134955289191,4,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,1,0,1,0,1,0,9,4,,,,,,,,,,,,,f,0.118075447231,6,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,1,0,1,0,1,1,10,8,,,,,,,,,,,,,f,0.1343858896,5,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,1,0,1,0,1,2,11,2,,,,,,,,,,,,,f,0.149689619212,4,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#fdae61,o,1,0,1,0,1,3,12,3,,,,,,,,,,,,,f,0.134643368882,6,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#2c7bb6,b,1,0,1,0,1,4,13,6,,,,,,,,,,,,,f,0.118167818481,5,1,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
#d7191c,r,1,0,1,0,1,5,14,1,,,,,,,,,,,,,f,0.0852765135609,999,,,,,,2018_Aug_09_0935,59.8381588399,Arrows_VVA_Color,1005,
