color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
,,,,,,,,,,,,,,d,0.676006739261,,,,,,,,,,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,,,s,0.406241019722,,,,,,,,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,,,,,d,1.23792717559,,,,,,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,0,0,0,1,,,,,,,,,,,d,0.889061630238,f,0.635412031086,6,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,0,1,1,2,,,,,,,,,,,,,a,0.536186041776,5,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,0,2,2,4,,,,,,,,,,,,,f,0.796643025707,3,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,0,3,3,3,,,,,,,,,,,,,a,0.38902550377,5,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,0,4,4,5,,,,,,,,,,,,,f,0.283339847112,6,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,0,5,5,0,,,,,,,,,,,,,a,0.39390668855,5,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,0,6,6,6,,,,,,,,,,,,,f,0.315083969617,6,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,0,7,7,7,,,,,,,,,,,,,a,0.326416200493,3,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,0,8,8,8,,,,,,,,,,,,,f,0.325160393491,5,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,1,0,9,1,,,,,,,,,,,,,a,0.354617050849,999,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,1,1,10,7,,,,,,,,,,,,,f,0.319241802907,5,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,1,2,11,8,,,,,,,,,,,,,a,0.318835379556,4,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,1,3,12,3,,,,,,,,,,,,,f,0.566758105066,999,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,1,4,13,5,,,,,,,,,,,,,a,0.422794353217,3,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,1,5,14,2,,,,,,,,,,,,,f,0.323376236251,5,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,1,6,15,0,,,,,,,,,,,,,a,0.256781111239,6,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,1,7,16,4,,,,,,,,,,,,,f,0.293353870744,5,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,1,8,17,6,,,,,,,,,,,,,a,0.243394595338,6,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,0,0,0,3,,,,,,,,,,,d,0.908671759535,f,0.430331657873,4,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,0,1,1,8,,,,,,,,,,,,,a,0.507561936276,5,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,0,2,2,4,,,,,,,,,,,,,f,0.289363943506,4,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,0,3,3,1,,,,,,,,,,,,,a,0.257253218908,3,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,0,4,4,6,,,,,,,,,,,,,f,0.353493433911,5,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,0,5,5,2,,,,,,,,,,,,,a,0.26503643021,3,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,0,6,6,7,,,,,,,,,,,,,f,0.304807207547,4,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,0,7,7,5,,,,,,,,,,,,,a,0.288319969317,5,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,0,8,8,0,,,,,,,,,,,,,f,0.386242120061,3,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,1,0,9,3,,,,,,,,,,,,,a,0.275448666653,5,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,1,1,10,7,,,,,,,,,,,,,f,0.329198763007,999,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,1,2,11,5,,,,,,,,,,,,,a,0.305901676882,3,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,1,3,12,8,,,,,,,,,,,,,f,0.280747769633,6,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,1,4,13,1,,,,,,,,,,,,,a,0.398612988181,4,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,1,5,14,4,,,,,,,,,,,,,f,0.343407978304,3,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,1,6,15,6,,,,,,,,,,,,,a,0.363404825563,6,0,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,1,7,16,2,,,,,,,,,,,,,f,0.364465631312,4,,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,1,8,17,0,,,,,,,,,,,,,a,0.524919905933,6,1,,,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.509500863031,,,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,0,0,31,,,,,,,,,,,3,,,,f,0.385265882825,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,1,1,21,,,,,,,,,,,999,1,,,a,0.27548807743,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,2,2,0,,,,,,,,,,,3,,,,f,0.218277225038,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,3,3,41,,,,,,,,,,,4,0,,,a,0.208283317275,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,4,4,56,,,,,,,,,,,999,,,,f,0.17085296358,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,5,5,37,,,,,,,,,,,3,0,,,a,0.198583758669,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,6,6,13,,,,,,,,,,,5,,,,f,0.250793962274,2018_Aug_07_1138,None,Arrows_VVA_Color,1001,
