repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,color,answer,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,participant,
,,,,,,,,,,d,6.51533242152,,,,,,,2018_Aug_07_1045,None,Arrows_VVA_Color,1001,
,,,,,,,,,,,,s,0.0413562387694,,,,,2018_Aug_07_1045,None,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,s,4.47211689898,,,2018_Aug_07_1045,None,Arrows_VVA_Color,1001,
