color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,repeat_color_practice_mini.thisRepN,repeat_color_practice_mini.thisTrialN,repeat_color_practice_mini.thisN,repeat_color_practice_mini.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_2.rt,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
#fdae61,o,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,5,,,,,f,1.95025786089,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#fdae61,o,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,4,0,,,,f,1.65113387837,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,999,,,,,f,2.96704726639,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,5,0,,,,f,1.30095312809,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#fdae61,o,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,4,,,,,f,1.93387632049,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#d7191c,r,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,5,0,,,,a,2.25020337475,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#d7191c,r,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,4,,,,,f,1.68301830886,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,6,0,,,,a,1.58392940096,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,999,,,,,f,2.40041821792,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,6,0,,,,f,1.53320909959,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#d7191c,r,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,3,,,,,f,1.95047607318,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#fdae61,o,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,4,0,,,,a,1.36711027575,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#fdae61,o,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,5,,,,,f,3.59906637268,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,3,0,,,,a,1.90055588354,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,999,,,,,f,1.61712890635,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,3,0,,,,f,1.16751653438,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#d7191c,r,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,4,,,,,f,2.30022753875,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
#2c7bb6,b,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,3,0,,,,a,1.45043301083,2018_Dec_19_1152,60.082444762,Arrows_VVA_Color,1004,
