color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
,,,,,,,,,,,,,,d,0.26559858132,,,,,,,,,,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,,,s,0.233895607993,,,,,,,,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,,,,,d,0.450606593522,,,,,,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,0,0,0,5,,,,,,,,,,,d,0.702156712512,f,0.351356585601,6,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,0,1,1,0,,,,,,,,,,,,,a,0.268028346818,4,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,0,2,2,6,,,,,,,,,,,,,f,0.185068700559,6,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,0,3,3,1,,,,,,,,,,,,,a,0.150968983342,4,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,0,4,4,4,,,,,,,,,,,,,f,0.168125939052,6,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,0,5,5,8,,,,,,,,,,,,,a,0.134543411588,4,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,0,6,6,7,,,,,,,,,,,,,f,0.167506114574,5,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,0,7,7,3,,,,,,,,,,,,,a,0.084448742211,999,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,0,8,8,2,,,,,,,,,,,,,f,0.167587329877,4,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,1,0,9,6,,,,,,,,,,,,,a,0.134321631338,3,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,1,1,10,4,,,,,,,,,,,,,f,0.167894787806,6,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,1,2,11,7,,,,,,,,,,,,,a,0.150967644626,3,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,1,3,12,1,,,,,,,,,,,,,f,0.167664529039,4,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#2c7bb6,b,0,0,0,0,1,4,13,8,,,,,,,,,,,,,a,0.184849151501,3,0,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,1,5,14,2,,,,,,,,,,,,,f,0.200920410341,5,,,,,,2018_Aug_09_1213,60.0736392029,Arrows_VVA_Color,1001,
