15.1884 	ERROR 	avbin.dll failed to load.
                     Try importing psychopy.visual as the first library
                     (before anything that uses scipy)
                     and make sure that avbin is installed.
74.7403 	EXP 	text_same_practice: autoDraw = False
74.7403 	EXP 	unnamed Polygon: autoDraw = False
74.7403 	EXP 	text_same_practice: text = 'SAME?'
74.7403 	EXP 	text_9: autoDraw = True
74.7403 	EXP 	text_same_practice: autoDraw = True
74.9091 	DATA 	Keypress: f
74.9127 	EXP 	New trial (rep=0, index=2): {u'color': u'#d7191c', u'answer': u'r'}
74.9209 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
74.9406 	EXP 	text_9: autoDraw = False
74.9406 	EXP 	text_same_practice: autoDraw = False
74.9406 	EXP 	unnamed Polygon: autoDraw = False
74.9406 	EXP 	text_same_practice: text = ''
74.9406 	EXP 	text_9: autoDraw = True
74.9406 	EXP 	text_same_practice: autoDraw = True
75.1238 	DATA 	Keypress: a
75.1250 	EXP 	New trial (rep=0, index=3): {u'color': u'#fdae61', u'answer': u'o'}
75.1687 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
75.1892 	EXP 	text_9: autoDraw = False
75.1892 	EXP 	text_same_practice: autoDraw = False
75.1892 	EXP 	unnamed Polygon: autoDraw = False
75.1892 	EXP 	text_same_practice: text = 'SAME?'
75.1892 	EXP 	text_9: autoDraw = True
75.1892 	EXP 	text_same_practice: autoDraw = True
75.2915 	DATA 	Keypress: f
75.2939 	EXP 	New trial (rep=0, index=4): {u'color': u'#2c7bb6', u'answer': u'b'}
75.3004 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
75.3237 	EXP 	text_9: autoDraw = False
75.3237 	EXP 	text_same_practice: autoDraw = False
75.3237 	EXP 	unnamed Polygon: autoDraw = False
75.3237 	EXP 	text_same_practice: text = ''
75.3237 	EXP 	text_9: autoDraw = True
75.3237 	EXP 	text_same_practice: autoDraw = True
75.4771 	DATA 	Keypress: f
75.4919 	EXP 	New trial (rep=0, index=5): {u'color': u'#fdae61', u'answer': u'o'}
75.5078 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
75.5399 	EXP 	text_9: autoDraw = False
75.5399 	EXP 	text_same_practice: autoDraw = False
75.5399 	EXP 	unnamed Polygon: autoDraw = False
75.5399 	EXP 	text_same_practice: text = 'SAME?'
75.5399 	EXP 	text_9: autoDraw = True
75.5399 	EXP 	text_same_practice: autoDraw = True
75.6586 	DATA 	Keypress: f
75.6612 	EXP 	New trial (rep=0, index=6): {u'color': u'#d7191c', u'answer': u'r'}
75.6910 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
75.7059 	EXP 	text_9: autoDraw = False
75.7059 	EXP 	text_same_practice: autoDraw = False
75.7059 	EXP 	unnamed Polygon: autoDraw = False
75.7059 	EXP 	text_same_practice: text = ''
75.7059 	EXP 	text_9: autoDraw = True
75.7059 	EXP 	text_same_practice: autoDraw = True
75.8589 	DATA 	Keypress: f
75.8623 	EXP 	New trial (rep=0, index=7): {u'color': u'#fdae61', u'answer': u'o'}
75.9763 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
75.9896 	EXP 	text_9: autoDraw = False
75.9896 	EXP 	text_same_practice: autoDraw = False
75.9896 	EXP 	unnamed Polygon: autoDraw = False
75.9896 	EXP 	text_same_practice: text = 'SAME?'
75.9896 	EXP 	text_9: autoDraw = True
75.9896 	EXP 	text_same_practice: autoDraw = True
76.0413 	DATA 	Keypress: f
76.0435 	EXP 	New trial (rep=0, index=8): {u'color': u'#2c7bb6', u'answer': u'b'}
76.0493 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
76.0731 	EXP 	text_9: autoDraw = False
76.0731 	EXP 	text_same_practice: autoDraw = False
76.0731 	EXP 	unnamed Polygon: autoDraw = False
76.0731 	EXP 	text_same_practice: text = ''
76.0731 	EXP 	text_9: autoDraw = True
76.0731 	EXP 	text_same_practice: autoDraw = True
76.2077 	DATA 	Keypress: f
76.2115 	EXP 	New trial (rep=1, index=0): {u'color': u'#fdae61', u'answer': u'o'}
76.2292 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
76.2562 	EXP 	text_9: autoDraw = False
76.2562 	EXP 	text_same_practice: autoDraw = False
76.2562 	EXP 	unnamed Polygon: autoDraw = False
76.2562 	EXP 	text_same_practice: text = 'SAME?'
76.2562 	EXP 	text_9: autoDraw = True
76.2562 	EXP 	text_same_practice: autoDraw = True
76.3741 	DATA 	Keypress: f
76.3765 	EXP 	New trial (rep=1, index=1): {u'color': u'#2c7bb6', u'answer': u'b'}
76.3848 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
76.4063 	EXP 	text_9: autoDraw = False
76.4063 	EXP 	text_same_practice: autoDraw = False
76.4063 	EXP 	unnamed Polygon: autoDraw = False
76.4063 	EXP 	text_same_practice: text = ''
76.4063 	EXP 	text_9: autoDraw = True
76.4063 	EXP 	text_same_practice: autoDraw = True
76.5405 	DATA 	Keypress: f
76.5429 	EXP 	New trial (rep=1, index=2): {u'color': u'#d7191c', u'answer': u'r'}
76.5608 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
76.5910 	EXP 	text_9: autoDraw = False
76.5910 	EXP 	text_same_practice: autoDraw = False
76.5910 	EXP 	unnamed Polygon: autoDraw = False
76.5910 	EXP 	text_same_practice: text = 'SAME?'
76.5910 	EXP 	text_9: autoDraw = True
76.5910 	EXP 	text_same_practice: autoDraw = True
76.7405 	DATA 	Keypress: f
76.7427 	EXP 	New trial (rep=1, index=3): {u'color': u'#fdae61', u'answer': u'o'}
76.7543 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
76.7728 	EXP 	text_9: autoDraw = False
76.7728 	EXP 	text_same_practice: autoDraw = False
76.7728 	EXP 	unnamed Polygon: autoDraw = False
76.7728 	EXP 	text_same_practice: text = ''
76.7728 	EXP 	text_9: autoDraw = True
76.7728 	EXP 	text_same_practice: autoDraw = True
76.9072 	DATA 	Keypress: f
76.9095 	EXP 	New trial (rep=1, index=4): {u'color': u'#2c7bb6', u'answer': u'b'}
76.9278 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
76.9562 	EXP 	text_9: autoDraw = False
76.9562 	EXP 	text_same_practice: autoDraw = False
76.9562 	EXP 	unnamed Polygon: autoDraw = False
76.9562 	EXP 	text_same_practice: text = 'SAME?'
76.9562 	EXP 	text_9: autoDraw = True
76.9562 	EXP 	text_same_practice: autoDraw = True
77.0742 	DATA 	Keypress: f
77.0768 	EXP 	New trial (rep=1, index=5): {u'color': u'#d7191c', u'answer': u'r'}
77.1184 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
77.1390 	EXP 	text_9: autoDraw = False
77.1390 	EXP 	text_same_practice: autoDraw = False
77.1390 	EXP 	unnamed Polygon: autoDraw = False
77.1390 	EXP 	text_same_practice: text = ''
77.1390 	EXP 	text_9: autoDraw = True
77.1390 	EXP 	text_same_practice: autoDraw = True
77.2242 	DATA 	Keypress: f
77.2263 	EXP 	New trial (rep=1, index=6): {u'color': u'#2c7bb6', u'answer': u'b'}
77.2462 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
77.2729 	EXP 	text_9: autoDraw = False
77.2729 	EXP 	text_same_practice: autoDraw = False
77.2729 	EXP 	unnamed Polygon: autoDraw = False
77.2729 	EXP 	text_same_practice: text = 'SAME?'
77.2729 	EXP 	text_9: autoDraw = True
77.2729 	EXP 	text_same_practice: autoDraw = True
77.3756 	DATA 	Keypress: f
77.3799 	EXP 	New trial (rep=1, index=7): {u'color': u'#d7191c', u'answer': u'r'}
77.3867 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
77.4058 	EXP 	text_9: autoDraw = False
77.4058 	EXP 	text_same_practice: autoDraw = False
77.4058 	EXP 	unnamed Polygon: autoDraw = False
77.4058 	EXP 	text_same_practice: text = ''
77.4058 	EXP 	text_9: autoDraw = True
77.4058 	EXP 	text_same_practice: autoDraw = True
77.5252 	DATA 	Keypress: f
77.5274 	EXP 	New trial (rep=1, index=8): {u'color': u'#fdae61', u'answer': u'o'}
77.5780 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
77.6057 	EXP 	text_9: autoDraw = False
77.6057 	EXP 	text_same_practice: autoDraw = False
77.6057 	EXP 	unnamed Polygon: autoDraw = False
77.6057 	EXP 	text_same_practice: text = 'SAME?'
77.6057 	EXP 	text_9: autoDraw = True
77.6057 	EXP 	text_same_practice: autoDraw = True
77.6909 	DATA 	Keypress: f
77.8093 	EXP 	text_9: autoDraw = False
77.8093 	EXP 	text_same_practice: autoDraw = False
77.8093 	EXP 	unnamed Polygon: autoDraw = False
77.8093 	EXP 	text_10: autoDraw = True
77.8446 	DATA 	Keypress: f
78.0104 	DATA 	Keypress: f
78.2259 	DATA 	Keypress: d
78.2353 	EXP 	Imported Sequences\color.xlsx as conditions, 63 conditions, 2 params
78.2358 	EXP 	Created sequence: random, trialTypes=63, nReps=2, seed=None
78.2361 	EXP 	New trial (rep=0, index=0): {u'color': u'#d7191c', u'answer': u'r'}
78.2381 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
78.2584 	EXP 	text_10: autoDraw = False
78.2584 	EXP 	text_same: text = ''
78.2584 	EXP 	text_same: autoDraw = True
78.5428 	DATA 	Keypress: f
78.5455 	EXP 	New trial (rep=0, index=1): {u'color': u'#2c7bb6', u'answer': u'b'}
78.5653 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
78.5920 	EXP 	text_same: autoDraw = False
78.5920 	EXP 	unnamed Polygon: autoDraw = False
78.5920 	EXP 	text_same: text = 'SAME?'
78.5920 	EXP 	text_same: autoDraw = True
78.6937 	DATA 	Keypress: f
78.6965 	EXP 	New trial (rep=0, index=2): {u'color': u'#2c7bb6', u'answer': u'b'}
78.7038 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
78.7260 	EXP 	text_same: autoDraw = False
78.7260 	EXP 	unnamed Polygon: autoDraw = False
78.7260 	EXP 	text_same: text = ''
78.7260 	EXP 	text_same: autoDraw = True
78.8426 	DATA 	Keypress: f
78.8444 	EXP 	New trial (rep=0, index=3): {u'color': u'#2c7bb6', u'answer': u'b'}
78.8758 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
78.8917 	EXP 	text_same: autoDraw = False
78.8917 	EXP 	unnamed Polygon: autoDraw = False
78.8917 	EXP 	text_same: text = 'SAME?'
78.8917 	EXP 	text_same: autoDraw = True
79.0099 	DATA 	Keypress: f
79.0123 	EXP 	New trial (rep=0, index=4): {u'color': u'#d7191c', u'answer': u'r'}
79.0190 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
79.0417 	EXP 	text_same: autoDraw = False
79.0417 	EXP 	unnamed Polygon: autoDraw = False
79.0417 	EXP 	text_same: text = ''
79.0417 	EXP 	text_same: autoDraw = True
79.1594 	DATA 	Keypress: f
79.1614 	EXP 	New trial (rep=0, index=5): {u'color': u'#fdae61', u'answer': u'o'}
79.1808 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
79.2135 	EXP 	text_same: autoDraw = False
79.2135 	EXP 	unnamed Polygon: autoDraw = False
79.2135 	EXP 	text_same: text = 'SAME?'
79.2135 	EXP 	text_same: autoDraw = True
79.3258 	DATA 	Keypress: f
79.3281 	EXP 	New trial (rep=0, index=6): {u'color': u'#d7191c', u'answer': u'r'}
79.3347 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
79.3584 	EXP 	text_same: autoDraw = False
79.3584 	EXP 	unnamed Polygon: autoDraw = False
79.3584 	EXP 	text_same: text = ''
79.3584 	EXP 	text_same: autoDraw = True
79.4759 	DATA 	Keypress: f
79.4780 	EXP 	New trial (rep=0, index=7): {u'color': u'#fdae61', u'answer': u'o'}
79.4963 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
79.5248 	EXP 	text_same: autoDraw = False
79.5248 	EXP 	unnamed Polygon: autoDraw = False
79.5248 	EXP 	text_same: text = 'SAME?'
79.5248 	EXP 	text_same: autoDraw = True
79.6262 	DATA 	Keypress: f
79.6288 	EXP 	New trial (rep=0, index=8): {u'color': u'#fdae61', u'answer': u'o'}
79.6684 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
79.6913 	EXP 	text_same: autoDraw = False
79.6913 	EXP 	unnamed Polygon: autoDraw = False
79.6913 	EXP 	text_same: text = ''
79.6913 	EXP 	text_same: autoDraw = True
79.7921 	DATA 	Keypress: f
79.7942 	EXP 	New trial (rep=0, index=9): {u'color': u'#2c7bb6', u'answer': u'b'}
79.8132 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#2c7bb6', fillColorSpace='hex', fillRGB=array([ 44, 123, 182]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
79.8420 	EXP 	text_same: autoDraw = False
79.8420 	EXP 	unnamed Polygon: autoDraw = False
79.8420 	EXP 	text_same: text = 'SAME?'
79.8420 	EXP 	text_same: autoDraw = True
79.9266 	DATA 	Keypress: f
79.9518 	EXP 	New trial (rep=0, index=10): {u'color': u'#d7191c', u'answer': u'r'}
79.9926 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#d7191c', fillColorSpace='hex', fillRGB=array([215,  25,  28]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
80.0077 	EXP 	text_same: autoDraw = False
80.0077 	EXP 	unnamed Polygon: autoDraw = False
80.0077 	EXP 	text_same: text = ''
80.0077 	EXP 	text_same: autoDraw = True
80.2258 	DATA 	Keypress: f
80.2279 	EXP 	New trial (rep=0, index=11): {u'color': u'#fdae61', u'answer': u'o'}
80.2453 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
80.2747 	EXP 	text_same: autoDraw = False
80.2747 	EXP 	unnamed Polygon: autoDraw = False
80.2747 	EXP 	text_same: text = 'SAME?'
80.2747 	EXP 	text_same: autoDraw = True
80.3926 	DATA 	Keypress: f
80.3951 	EXP 	New trial (rep=0, index=12): {u'color': u'#fdae61', u'answer': u'o'}
80.4020 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
80.4255 	EXP 	text_same: autoDraw = False
80.4255 	EXP 	unnamed Polygon: autoDraw = False
80.4255 	EXP 	text_same: text = ''
80.4255 	EXP 	text_same: autoDraw = True
80.5592 	DATA 	Keypress: f
80.5613 	EXP 	New trial (rep=0, index=13): {u'color': u'#fdae61', u'answer': u'o'}
80.5816 	EXP 	Created unnamed Polygon = Polygon(autoDraw=True, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=u'#fdae61', fillColorSpace='hex', fillRGB=array([253, 174,  97]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), units='height', vertices=ndarray(...), win=Window(...))
80.6078 	EXP 	text_same: autoDraw = False
80.6078 	EXP 	unnamed Polygon: autoDraw = False
80.6078 	EXP 	text_same: text = 'SAME?'
80.6078 	EXP 	text_same: autoDraw = True
80.7251 	DATA 	Keypress: f
80.7266 	EXP 	New trial (rep=0, index=14): {u'color': u'#2c7bb6', u'answer': u'b'}
