color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
#2c7bb6,b,0,0,0,0,1,6,15,6,,,,,,,,,,,,,a,0.482727420516,6,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,0,0,0,0,1,7,16,2,,,,,,,,,,,,,f,0.499263511738,5,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,0,0,0,0,1,8,17,4,,,,,,,,,,,,,a,0.612274640473,999,0,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,0,0,0,0,,,,,,,,,,,d,0.569983628113,f,0.30366675905,999,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,0,1,1,5,,,,,,,,,,,,,a,0.271747751394,6,0,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,0,2,2,6,,,,,,,,,,,,,f,0.226464396575,3,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,0,3,3,3,,,,,,,,,,,,,a,0.198662990471,999,0,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,0,4,4,7,,,,,,,,,,,,,f,0.283478195313,5,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,0,5,5,8,,,,,,,,,,,,,a,0.168311791494,3,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,0,6,6,2,,,,,,,,,,,,,f,0.205645260401,999,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,0,7,7,1,,,,,,,,,,,,,a,0.215522167739,4,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,0,8,8,4,,,,,,,,,,,,,f,0.181965151103,3,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,1,0,9,1,,,,,,,,,,,,,a,0.094477405306,4,0,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,1,1,10,5,,,,,,,,,,,,,f,0.115447615739,3,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,1,2,11,4,,,,,,,,,,,,,a,0.0850984693971,4,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,1,3,12,6,,,,,,,,,,,,,f,0.0316156269982,999,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,1,4,13,0,,,,,,,,,,,,,f,0.179415357998,5,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,1,0,1,0,1,5,14,2,,,,,,,,,,,,,a,0.0737260067835,999,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,1,6,15,7,,,,,,,,,,,,,f,0.0835331238341,4,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,1,0,1,0,1,7,16,3,,,,,,,,,,,,,a,0.0941596562043,3,,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,1,0,1,0,1,8,17,8,,,,,,,,,,,,,f,0.154533631401,5,1,,,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.498436707305,,,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,0,0,49,,,,,,,,,,,999,,,,f,0.267724571284,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,1,1,25,,,,,,,,,,,3,0,,,a,0.074444842292,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,2,2,6,,,,,,,,,,,999,,,,f,0.0717723011039,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,3,3,14,,,,,,,,,,,5,1,,,a,0.0603082904126,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,4,4,16,,,,,,,,,,,4,,,,f,0.111293066526,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,5,5,53,,,,,,,,,,,5,0,,,a,0.0202230482828,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,6,6,3,,,,,,,,,,,4,,,,f,0.0705772524234,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,7,7,46,,,,,,,,,,,3,0,,,a,0.101983920438,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,8,8,56,,,,,,,,,,,999,,,,f,0.0324210841209,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,9,9,44,,,,,,,,,,,5,1,,,a,0.116400452564,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,10,10,21,,,,,,,,,,,3,,,,f,0.0635058975313,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,11,11,29,,,,,,,,,,,999,1,,,a,0.0619311099872,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,12,12,8,,,,,,,,,,,3,,,,f,0.0626606193837,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,13,13,33,,,,,,,,,,,999,0,,,a,0.0893326611258,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,14,14,35,,,,,,,,,,,5,,,,f,0.0459508744534,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,15,15,4,,,,,,,,,,,999,0,,,a,0.0643359862734,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,16,16,57,,,,,,,,,,,4,,,,f,0.0885046250187,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,17,17,10,,,,,,,,,,,6,1,,,f,0.275080422405,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,18,18,34,,,,,,,,,,,3,,,,a,0.218788333004,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,19,19,51,,,,,,,,,,,6,1,,,f,0.163883009227,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,20,20,7,,,,,,,,,,,4,,,,a,0.204626739258,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,21,21,32,,,,,,,,,,,5,1,,,f,0.172752068611,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,22,22,0,,,,,,,,,,,3,,,,a,0.150766210631,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,23,23,39,,,,,,,,,,,999,1,,,f,0.132174192229,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,24,24,62,,,,,,,,,,,4,,,,a,0.173626905074,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,25,25,36,,,,,,,,,,,3,1,,,f,0.154260629788,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,26,26,40,,,,,,,,,,,6,,,,a,0.193880332634,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,27,27,12,,,,,,,,,,,4,1,,,f,0.204489622731,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,28,28,15,,,,,,,,,,,999,,,,a,0.264985114336,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,29,29,28,,,,,,,,,,,5,1,,,f,0.0925795317162,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#d7191c,r,,,,,,,,,0,30,30,2,,,,,,,,,,,999,,,,a,0.133035070496,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#2c7bb6,b,,,,,,,,,0,31,31,61,,,,,,,,,,,3,1,,,f,0.122375695966,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
#fdae61,o,,,,,,,,,0,32,32,26,,,,,,,,,,,5,,,,a,0.0319686816074,2018_Aug_07_1049,None,Arrows_VVA_Color,1001,
