repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,color,answer,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,participant,
,,,,,,,,,,d,1.64053511974,,,,,,,2018_Nov_02_1601,None,Arrows_VVA_Color,1004,
,,,,,,,,,,,,f,0.466078572236,,,,,2018_Nov_02_1601,None,Arrows_VVA_Color,1004,
,,,,,,,,,,,,,,d,0.236968262592,,,2018_Nov_02_1601,None,Arrows_VVA_Color,1004,
