color,answer,repeat_color_practice.thisRepN,repeat_color_practice.thisTrialN,repeat_color_practice.thisN,repeat_color_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,colorpractice_numVertices,colorpractice_correct,key_resp_13.keys,key_resp_13.rt,color_response.keys,color_response.rt,date,frameRate,expName,participant,
#fdae61,o,0,0,0,0,1,2,11,4,,,,,,,,,,,,,f,1.36648940609,4,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,0,0,0,0,1,3,12,3,,,,,,,,,,,,,f,0.467277149896,6,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,1,4,13,7,,,,,,,,,,,,,f,5.01476779786,4,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,1,5,14,1,,,,,,,,,,,,,f,7.64760858865,999,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,1,6,15,0,,,,,,,,,,,,,f,2.30050554294,6,0,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,0,0,0,0,1,7,16,6,,,,,,,,,,,,,f,2.03329782767,5,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,0,0,0,0,1,8,17,2,,,,,,,,,,,,,f,11.828674535,999,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,0,0,6,,,,,,,,,,,d,9.3124928323,f,4.24954829566,4,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,1,1,3,,,,,,,,,,,,,f,3.08302122709,3,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,2,2,0,,,,,,,,,,,,,f,0.867525793667,5,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,3,3,5,,,,,,,,,,,,,f,1.70050429348,6,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,4,4,2,,,,,,,,,,,,,f,1.11694869647,3,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,5,5,8,,,,,,,,,,,,,f,0.683939495492,6,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,0,6,6,1,,,,,,,,,,,,,f,0.917516043369,4,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,0,7,7,7,,,,,,,,,,,,,f,1.23403795789,999,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,0,8,8,4,,,,,,,,,,,,,f,0.666646437214,6,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,1,0,9,8,,,,,,,,,,,,,f,0.46731284893,4,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,1,1,10,5,,,,,,,,,,,,,f,0.384127406282,6,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,1,2,11,3,,,,,,,,,,,,,f,0.384096615865,4,0,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,1,0,1,0,1,3,12,4,,,,,,,,,,,,,f,0.584129458977,5,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,1,4,13,1,,,,,,,,,,,,,f,0.61718140955,3,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,1,5,14,6,,,,,,,,,,,,,f,0.467326236067,4,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,1,6,15,0,,,,,,,,,,,,,f,0.584381583404,999,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,1,0,1,0,1,7,16,7,,,,,,,,,,,,,f,0.450831943674,6,,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,1,0,1,0,1,8,17,2,,,,,,,,,,,,,f,0.467342300633,5,1,,,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
,,,,,,,,,,,,,,,,,,,,,,,,,,d,4.05095412362,,,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,0,0,61,,,,,,,,,,,6,,,,f,3.48247288993,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,1,1,57,,,,,,,,,,,4,0,,,f,1.25017838361,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,2,2,19,,,,,,,,,,,999,,,,f,0.617620061429,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,3,3,49,,,,,,,,,,,6,1,,,f,2.08408282711,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,4,4,7,,,,,,,,,,,3,,,,f,1.11666131925,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,5,5,41,,,,,,,,,,,4,1,,,f,1.73294222067,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,6,6,59,,,,,,,,,,,6,,,,f,1.71693834375,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,7,7,53,,,,,,,,,,,5,0,,,f,2.31691281894,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,8,8,42,,,,,,,,,,,999,,,,f,1.5009413389,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,9,9,0,,,,,,,,,,,5,1,,,f,1.81673365442,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,10,10,6,,,,,,,,,,,999,,,,f,1.40044454222,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,11,11,31,,,,,,,,,,,5,1,,,f,2.15009703444,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,12,12,28,,,,,,,,,,,4,,,,f,1.25056080951,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,13,13,40,,,,,,,,,,,5,0,,,f,1.4668724121,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,14,14,10,,,,,,,,,,,4,,,,f,3.01626626481,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,15,15,27,,,,,,,,,,,5,1,,,f,1.31733362131,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,16,16,36,,,,,,,,,,,999,,,,f,1.20137378807,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,17,17,16,,,,,,,,,,,4,1,,,f,1.08418099946,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,18,18,2,,,,,,,,,,,3,,,,f,1.68291180955,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,19,19,55,,,,,,,,,,,6,1,,,f,1.33413849529,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,20,20,33,,,,,,,,,,,999,,,,f,1.11858683589,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,21,21,43,,,,,,,,,,,5,1,,,f,1.25025112039,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,22,22,45,,,,,,,,,,,4,,,,f,1.40022097702,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,23,23,20,,,,,,,,,,,999,1,,,f,1.13488433736,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,24,24,46,,,,,,,,,,,6,,,,f,1.4333059492,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,25,25,9,,,,,,,,,,,4,1,,,f,1.08339026586,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,26,26,12,,,,,,,,,,,5,,,,f,1.11730256315,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,27,27,48,,,,,,,,,,,3,1,,,f,1.18391294434,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,28,28,23,,,,,,,,,,,6,,,,f,1.2846413385,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,29,29,8,,,,,,,,,,,4,1,,,f,0.96734520118,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,30,30,24,,,,,,,,,,,999,,,,f,1.28433254186,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,31,31,26,,,,,,,,,,,4,0,,,f,1.4841681478,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,32,32,1,,,,,,,,,,,6,,,,f,1.21714919117,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,33,33,17,,,,,,,,,,,5,0,,,f,1.4670477836,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,34,34,13,,,,,,,,,,,3,,,,f,1.28354760935,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,35,35,39,,,,,,,,,,,5,1,,,f,1.46642840536,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,36,36,18,,,,,,,,,,,6,,,,f,1.26712516126,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,37,37,60,,,,,,,,,,,999,1,,,f,1.28379259397,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,38,38,25,,,,,,,,,,,4,,,,f,1.26715907534,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,39,39,47,,,,,,,,,,,5,1,,,f,1.11772961284,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,40,40,32,,,,,,,,,,,999,,,,f,1.66705965353,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,41,41,35,,,,,,,,,,,3,0,,,f,1.25014446953,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,42,42,21,,,,,,,,,,,5,,,,f,1.46695898226,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,43,43,22,,,,,,,,,,,6,0,,,f,1.38376015247,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,44,44,52,,,,,,,,,,,5,,,,f,1.69965778014,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,45,45,44,,,,,,,,,,,999,0,,,f,1.35075327193,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,46,46,58,,,,,,,,,,,5,,,,f,1.43393826834,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,47,47,15,,,,,,,,,,,3,1,,,f,1.06729758759,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,48,48,5,,,,,,,,,,,6,,,,f,1.26726037135,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,49,49,37,,,,,,,,,,,3,1,,,f,1.05071850999,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,50,50,38,,,,,,,,,,,5,,,,f,1.2339638824,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,51,51,14,,,,,,,,,,,999,1,,,f,0.934577057927,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,52,52,50,,,,,,,,,,,6,,,,f,1.18389241739,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,53,53,29,,,,,,,,,,,3,1,,,f,0.918193878776,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,54,54,51,,,,,,,,,,,4,,,,f,1.3830309997,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,55,55,4,,,,,,,,,,,999,1,,,f,0.867343282357,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,56,56,30,,,,,,,,,,,4,,,,f,1.01709358993,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,57,57,56,,,,,,,,,,,5,1,,,f,0.984125532083,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,58,58,54,,,,,,,,,,,6,,,,f,1.06707045249,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,0,59,59,62,,,,,,,,,,,3,0,,,f,1.10127414315,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,60,60,3,,,,,,,,,,,4,,,,f,1.13428503983,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,0,61,61,11,,,,,,,,,,,3,0,,,f,1.58297727266,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,0,62,62,34,,,,,,,,,,,5,,,,f,1.2665196164,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,0,63,7,,,,,,,,,,,999,1,,,f,1.20089140488,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,1,64,43,,,,,,,,,,,3,,,,f,1.06703207603,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,2,65,52,,,,,,,,,,,5,0,,,f,1.38355354431,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,3,66,9,,,,,,,,,,,999,,,,f,1.28413396598,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,4,67,12,,,,,,,,,,,5,0,,,f,0.967144394114,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,5,68,61,,,,,,,,,,,6,,,,f,1.08424882762,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,6,69,36,,,,,,,,,,,3,1,,,f,1.23403617294,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,7,70,3,,,,,,,,,,,6,,,,f,1.10027055405,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,8,71,15,,,,,,,,,,,3,0,,,f,1.41695266799,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,9,72,24,,,,,,,,,,,4,,,,f,1.35076799778,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,10,73,6,,,,,,,,,,,6,1,,,f,1.15065349313,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,11,74,14,,,,,,,,,,,999,,,,f,1.03429026081,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,12,75,35,,,,,,,,,,,6,1,,,f,1.11695182014,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,13,76,1,,,,,,,,,,,3,,,,f,1.46728116604,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,14,77,41,,,,,,,,,,,999,1,,,f,1.11785322074,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,15,78,40,,,,,,,,,,,4,,,,f,1.26713185483,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,16,79,20,,,,,,,,,,,999,1,,,f,1.25015651795,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,17,80,19,,,,,,,,,,,4,,,,f,1.36714225217,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,18,81,29,,,,,,,,,,,6,1,,,f,1.00109015925,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,19,82,55,,,,,,,,,,,4,,,,f,1.38357407126,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,20,83,44,,,,,,,,,,,5,0,,,f,1.15028400813,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,21,84,39,,,,,,,,,,,6,,,,f,1.15032997063,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,22,85,47,,,,,,,,,,,3,1,,,f,1.20105205053,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,23,86,51,,,,,,,,,,,5,,,,f,1.05055295572,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,24,87,5,,,,,,,,,,,999,1,,,f,1.66741530516,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,25,88,50,,,,,,,,,,,3,,,,f,1.24995526465,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,26,89,54,,,,,,,,,,,999,0,,,f,1.30051937632,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,27,90,58,,,,,,,,,,,5,,,,f,1.26694666609,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,28,91,30,,,,,,,,,,,3,1,,,f,1.43414130659,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,29,92,34,,,,,,,,,,,5,,,,f,1.64997900451,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,30,93,37,,,,,,,,,,,999,0,,,f,1.2343498782,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,31,94,26,,,,,,,,,,,3,,,,f,0.967483534936,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,32,95,56,,,,,,,,,,,6,1,,,f,1.20082670038,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,33,96,18,,,,,,,,,,,999,,,,f,0.883766176682,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,34,97,11,,,,,,,,,,,4,0,,,f,1.21694213677,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,35,98,10,,,,,,,,,,,5,,,,f,1.16706076913,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,36,99,27,,,,,,,,,,,6,1,,,f,1.200572791,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,37,100,59,,,,,,,,,,,5,,,,f,1.2841776973,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,38,101,60,,,,,,,,,,,6,0,,,f,1.31759110059,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,39,102,57,,,,,,,,,,,3,,,,f,1.13354963973,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,40,103,16,,,,,,,,,,,4,1,,,f,1.1337669576,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,41,104,23,,,,,,,,,,,6,,,,f,1.36721588143,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,42,105,49,,,,,,,,,,,3,1,,,f,1.48308289717,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,43,106,48,,,,,,,,,,,5,,,,f,1.03510732245,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,44,107,4,,,,,,,,,,,6,1,,,f,1.88343953052,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,45,108,8,,,,,,,,,,,4,,,,f,1.13366432288,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,46,109,38,,,,,,,,,,,6,1,,,f,1.25073930468,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,47,110,25,,,,,,,,,,,5,,,,f,0.917576285489,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,48,111,32,,,,,,,,,,,6,0,,,f,1.05110227461,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,49,112,2,,,,,,,,,,,999,,,,f,1.01754027409,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,50,113,17,,,,,,,,,,,6,0,,,f,1.18324581864,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#2c7bb6,b,,,,,,,,,1,51,114,45,,,,,,,,,,,3,,,,f,1.00062651805,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#d7191c,r,,,,,,,,,1,52,115,0,,,,,,,,,,,5,1,,,f,1.59983703391,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
#fdae61,o,,,,,,,,,1,53,116,21,,,,,,,,,,,4,,,,f,1.16741686699,2018_Aug_09_1009,60.9174214663,Arrows_VVA_Color,1003,
