Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Stimulus,direction,number,format,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,68.4288200915,,,,,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,d,5.35009384691,f,3.44819211424,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,f,1.90099364333,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,f,0.977133557899,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,f,0.828826003242,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,f,0.548102454748,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,f,0.644017941784,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,f,0.485352340387,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,,f,0.656681927387,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,f,0.39245547005,,,,,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,d,1.63372681127,f,0.755289660767,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,f,1.80039813044,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,f,0.391377421794,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,f,0.869507743511,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,f,0.428691596258,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,f,0.362893717363,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,f,0.305897160899,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,f,0.277252118569,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,f,0.30876593478,,,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,d,0.724909314187,,,f,0.309614086756,,,2018_Aug_07_0847,None,Arrows_VVA_Direction,1001,Whi,
