9.2496 	INFO 	Loaded monitor calibration from ['2013_02_18 13:37']
15.2716 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.4,  0.4,  0.4]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0833ACF0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1600,  900]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.2717 	EXP 	window1: recordFrameIntervals = False
15.5129 	EXP 	window1: recordFrameIntervals = True
16.2401 	WARNING 	t of last frame was 111.80ms (=1/8)
16.2993 	WARNING 	t of last frame was 39.51ms (=1/25)
16.4056 	WARNING 	t of last frame was 46.18ms (=1/21)
16.8987 	WARNING 	t of last frame was 42.01ms (=1/23)
17.3608 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
17.6128 	DATA 	Keypress: d
18.6573 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

18.8624 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.5)
