Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,spatialdirection_correct,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.284803134389,,,,,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,s,0.202445722185,f,0.36826207838,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,f,0.201092871604,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,f,0.184151519323,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,f,0.184736077208,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,0,4,4,1,,,,,,,,,,,,,,,,,f,0.23481144337,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,0,0,0,0,0,5,5,3,,,,,,,,,,,,,,,,,f,0.217983023962,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,0,0,0,0,0,6,6,5,,,,,,,,,,,,,,,,,f,0.217968980316,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,f,0.301515403204,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,0,0,0,0,0,8,8,0,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,2018_Aug_09_0942,59.9104315072,Arrows_VVA_Direction,1005,Whi,
