Stimulus,direction,number,format,Stimulus_Practice,Direction,Number,Background,Format,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,right_schema_2_WHI.jpg,right,2,_WHI,schema,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,f,0.250740132295,,,,,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,f,0.183843972627,,,,,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,f,0.267484579701,,,,,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,f,0.10083239479,,,,,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,left_word_1_WHI.jpg,left,1,_WHI,word,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,d,0.834510201588,f,0.334950960707,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,left_word_2_WHI.jpg,left,2,_WHI,word,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,f,0.100480431691,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,right_word_2_WHI.jpg,right,2,_WHI,word,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,f,0.250781677663,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,f,0.0672855721787,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,f,0.0840504993685,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
,,,,right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,f,0.133826842997,,,2018_Nov_05_1228,59.7459288299,Arrows_VVA_Direction,1003,Whi,
