Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.541990505299,,,,,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,d,3.19790679705,f,1.1104654409,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,a,0.863076402573,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,0,2,2,7,,,,,,,,,,,,,,,,,f,1.13550932636,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,a,0.303264441201,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,f,0.442082217429,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,a,0.399363844888,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,0,6,6,1,,,,,,,,,,,,,,,,,f,0.365271499148,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,,,,,,,,a,0.488427199423,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,0,0,0,0,0,8,8,4,,,,,,,,,,,,,,,,,f,0.382542846957,,,,,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,0,0,0,0,,,,,0,0,0,6,,,,,,,,,,,,,,,d,1.32617439912,f,0.372693855548,,,,,,,2018_Aug_07_0955,None,Arrows_VVA_Direction,1001,Whi,
