Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,ahead_schema_7_WHI.jpg,ahead,7,schema,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,f,0.225457369816,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_14_WHI.jpg,left,14,schema,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,a,0.249040184077,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_6_WHI.jpg,left,6,schema,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,f,0.279131929157,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_13_WHI.jpg,ahead,13,schema,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,a,0.221745780902,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_10_WHI.jpg,ahead,10,schema,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,f,0.276536978083,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_7_WHI.jpg,right,7,schema,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,a,0.361055781133,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_21_WHI.jpg,right,21,schema,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,f,0.291952736676,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_20_WHI.jpg,right,20,schema,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,a,0.405378088588,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_14_WHI.jpg,right,14,schema,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,f,0.296708299778,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_16_WHI.jpg,right,16,schema,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,a,0.330176642397,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_14_WHI.jpg,ahead,14,schema,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,f,0.355704541085,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_13_WHI.jpg,right,13,schema,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,a,0.343220777344,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_17_WHI.jpg,ahead,17,schema,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,f,0.513957971707,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_17_WHI.jpg,left,17,schema,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,a,0.416785446228,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_1_WHI.jpg,ahead,1,schema,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,f,0.341412398964,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_10_WHI.jpg,right,10,schema,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,a,0.367467005737,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_6_WHI.jpg,ahead,6,image,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,f,0.386816038983,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_2_WHI.jpg,left,2,image,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,a,0.384797469713,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_10_WHI.jpg,right,10,image,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,f,0.152431725059,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_12_WHI.jpg,left,12,image,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,a,0.238788875053,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_8_WHI.jpg,left,8,image,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,f,0.231380476151,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_9_WHI.jpg,ahead,9,image,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,a,0.236473083263,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_19_WHI.jpg,ahead,19,image,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,f,0.238716211403,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_21_WHI.jpg,ahead,21,image,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,a,0.239551226608,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_2_WHI.jpg,right,2,image,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,f,0.416292811977,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_16_WHI.jpg,right,16,image,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,a,0.24676996097,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_13_WHI.jpg,left,13,image,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,f,0.268477070378,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_15_WHI.jpg,left,15,image,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,a,0.236482935958,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_14_WHI.jpg,left,14,image,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,f,0.192735778866,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_1_WHI.jpg,ahead,1,image,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,a,0.285639217589,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_18_WHI.jpg,ahead,18,image,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,f,0.245347479591,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_10_WHI.jpg,ahead,10,image,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,a,0.224205668317,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_15_WHI.jpg,right,15,image,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,f,0.275582498871,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_14_WHI.jpg,right,14,image,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,a,0.245586407138,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_7_WHI.jpg,right,7,image,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,f,0.209319901885,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_17_WHI.jpg,right,17,image,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,a,0.371018488659,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_17_WHI.jpg,left,17,word,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,f,0.336026674602,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_16_WHI.jpg,right,16,word,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,a,0.29084513057,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_2_WHI.jpg,ahead,2,word,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,f,0.256350056035,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_8_WHI.jpg,ahead,8,word,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,a,0.266163331224,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_20_WHI.jpg,right,20,word,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,f,0.27423309139,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_4_WHI.jpg,left,4,word,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,a,0.257882148726,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_19_WHI.jpg,left,19,word,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,f,0.275260644732,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_3_WHI.jpg,ahead,3,word,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,a,0.256302845199,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_16_WHI.jpg,ahead,16,word,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,f,0.259074734291,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_18_WHI.jpg,right,18,word,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,a,0.286190968007,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_21_WHI.jpg,left,21,word,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,f,0.293237691047,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_1_WHI.jpg,left,1,word,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,a,0.248860372696,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_6_WHI.jpg,ahead,6,word,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,f,0.294621172594,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_15_WHI.jpg,left,15,word,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,a,0.231816047104,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_5_WHI.jpg,right,5,word,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,f,0.265918245539,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_6_WHI.jpg,left,6,word,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,a,0.236257555895,2018_Aug_07_1009,None,Arrows_VVA_Direction,1001,Whi,
