Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,,,,,d,0.35079614562,,,,,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,0,0,0,0,0,0,0,6,,,,,,,,,,,s,0.384651055792,f,0.317055338295,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,0,1,1,3,,,,,,,,,,,,,f,0.384175919928,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,0,0,0,0,0,2,2,2,,,,,,,,,,,,,f,0.185997060267,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,0,0,0,0,0,3,3,4,,,,,,,,,,,,,f,0.16814581072,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,0,0,0,0,0,4,4,7,,,,,,,,,,,,,f,0.201749401866,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,0,0,0,0,0,5,5,8,,,,,,,,,,,,,f,0.200686489698,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,0,0,0,0,0,6,6,0,,,,,,,,,,,,,f,0.218063773587,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,0,0,0,0,0,7,7,1,,,,,,,,,,,,,None,,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,,,,,0,0,0,2,,,,,,,,,,,d,1.91980732419,f,0.317117655883,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,,,,,0,1,1,4,,,,,,,,,,,,,f,0.267741242656,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,,,,,0,2,2,7,,,,,,,,,,,,,f,0.201284798328,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,f,0.234266090207,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,,,,,0,4,4,8,,,,,,,,,,,,,f,0.250767707592,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,f,0.285111797275,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,,,,,0,6,6,0,,,,,,,,,,,,,f,0.635211622808,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,,,,,0,7,7,6,,,,,,,,,,,,,None,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,,,,,,,,,0,0,0,6,,,,,,,d,9.62676537642,,,f,0.434108511079,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,f,1.71983149066,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,,,,,,,,,0,2,2,7,,,,,,,,,,,f,2.80428664037,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,,,,,,,,,0,3,3,0,,,,,,,,,,,f,0.568298181752,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,,,,,,,,,0,4,4,2,,,,,,,,,,,f,0.16720928927,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,,,,,,,,,0,5,5,4,,,,,,,,,,,f,0.785591029562,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,,,,,,,,,0,6,6,3,,,,,,,,,,,f,0.418199936394,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,,,,,,,,,0,7,7,5,,,,,,,,,,,f,0.585407177685,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,,,,,,,,,0,8,8,8,,,,,,,,,,,None,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,1,0,1,0,0,0,0,0,,,,,,,,,,,d,3.7408000892,f,0.468624925707,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,1,0,1,0,0,1,1,7,,,,,,,,,,,,,f,1.38558816235,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,1,0,1,0,0,2,2,4,,,,,,,,,,,,,f,0.235416188836,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,1,0,1,0,0,3,3,2,,,,,,,,,,,,,f,0.385228884639,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,1,0,1,0,0,4,4,3,,,,,,,,,,,,,f,0.351504168473,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,1,0,1,0,0,5,5,8,,,,,,,,,,,,,f,0.301012472948,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,1,0,1,0,0,6,6,5,,,,,,,,,,,,,f,0.55205197935,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,1,0,1,0,0,7,7,6,,,,,,,,,,,,,None,,,,,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,1,0,1,0,,,,,0,0,0,2,,,,,,,,,,,d,2.70346065261,f,0.551151444204,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,1,0,1,0,,,,,0,1,1,0,,,,,,,,,,,,,f,0.701772807632,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,1,0,1,0,,,,,0,2,2,4,,,,,,,,,,,,,f,0.335013083648,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,1,0,1,0,,,,,0,3,3,6,,,,,,,,,,,,,f,0.435149480589,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,1,0,1,0,,,,,0,4,4,5,,,,,,,,,,,,,f,0.368226092309,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,1,0,1,0,,,,,0,5,5,8,,,,,,,,,,,,,f,0.551640038844,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,1,0,1,0,,,,,0,6,6,3,,,,,,,,,,,,,f,0.551870877622,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,1,0,1,0,,,,,0,7,7,7,,,,,,,,,,,,,None,,,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,1,0,1,0,,,,,,,,,0,0,0,3,,,,,,,d,0.501660928363,,,f,0.300847462611,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,1,0,1,0,,,,,,,,,0,1,1,0,,,,,,,,,,,f,0.251093632076,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,1,0,1,0,,,,,,,,,0,2,2,6,,,,,,,,,,,f,0.233917930396,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,1,0,1,0,,,,,,,,,0,3,3,1,,,,,,,,,,,f,0.321251398418,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,1,0,1,0,,,,,,,,,0,4,4,2,,,,,,,,,,,f,0.318302863045,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,1,0,1,0,,,,,,,,,0,5,5,5,,,,,,,,,,,f,0.518006605096,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,1,0,1,0,,,,,,,,,0,6,6,8,,,,,,,,,,,f,0.451556889806,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,1,0,1,0,,,,,,,,,0,7,7,7,,,,,,,,,,,f,0.48468534532,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,1,0,1,0,,,,,,,,,0,8,8,4,,,,,,,,,,,None,,2018_Aug_09_0940,59.9916101897,Arrows_VVA_Direction,1002,Whi,
