8.9682 	INFO 	Loaded monitor calibration from ['2015_02_18 17:00']
9.8055 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.4,  0.4,  0.4]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0820FBF0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.8056 	EXP 	window1: recordFrameIntervals = False
9.9706 	EXP 	window1: recordFrameIntervals = True
10.1545 	DEBUG 	Screen (0) actual frame rate measured at 59.94
10.1546 	EXP 	window1: recordFrameIntervals = False
10.3328 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.5)
10.3333 	EXP 	Created text_6 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_6', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='', units=u'norm', win=Window(...), wrapWidth=1.5)
10.3338 	EXP 	Created text_9 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_9', opacity=1.0, ori=0, pos=array([ 0. , -0.6]), rgb=array([ 0.,  0.,  0.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
10.3358 	EXP 	Created image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.83333333,  1.48148148]), texRes=128, units=u'norm', win=Window(...))
10.7990 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=2, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
10.8187 	EXP 	Created text_10 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_10', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
10.8203 	EXP 	Created image_2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.83333333,  1.48148148]), texRes=128, units=u'norm', win=Window(...))
10.8274 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
10.8288 	EXP 	window1: blendMode = 'avg'
10.8377 	EXP 	text_4: autoDraw = True
10.8381 	EXP 	window1: blendMode = 'avg'
10.8548 	EXP 	window1: blendMode = 'avg'
10.8728 	EXP 	window1: blendMode = 'avg'
10.8897 	EXP 	window1: blendMode = 'avg'
10.9062 	EXP 	window1: blendMode = 'avg'
10.9231 	EXP 	window1: blendMode = 'avg'
10.9386 	EXP 	window1: blendMode = 'avg'
10.9553 	EXP 	window1: blendMode = 'avg'
10.9732 	EXP 	window1: blendMode = 'avg'
10.9888 	EXP 	window1: blendMode = 'avg'
11.0055 	EXP 	window1: blendMode = 'avg'
11.0222 	EXP 	window1: blendMode = 'avg'
11.0388 	EXP 	window1: blendMode = 'avg'
11.0564 	EXP 	window1: blendMode = 'avg'
11.0731 	EXP 	window1: blendMode = 'avg'
11.0899 	EXP 	window1: blendMode = 'avg'
11.1066 	EXP 	window1: blendMode = 'avg'
11.1237 	EXP 	window1: blendMode = 'avg'
11.1387 	EXP 	window1: blendMode = 'avg'
11.1554 	EXP 	window1: blendMode = 'avg'
11.1720 	EXP 	window1: blendMode = 'avg'
11.1883 	DATA 	Keypress: space
11.1890 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
11.1894 	EXP 	New trial (rep=0, index=0): None
11.2692 	EXP 	window1: blendMode = 'avg'
11.2881 	EXP 	text_4: autoDraw = False
11.2881 	EXP 	text_6: text = "Let's try a few for practice. You'll see spatial directions one at a time on the screen. They will be either LEFT or RIGHT or AHEAD. Tell the experimenter if the spatial direction on the screen is the SAME or DIFFERENT from the spatial direction that you just saw."
11.2881 	EXP 	text_6: autoDraw = True
11.2885 	EXP 	window1: blendMode = 'avg'
11.3051 	EXP 	window1: blendMode = 'avg'
11.3229 	EXP 	window1: blendMode = 'avg'
11.3411 	EXP 	window1: blendMode = 'avg'
11.3563 	EXP 	window1: blendMode = 'avg'
