Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,spatialdirection_correct,date,frameRate,expName,participant,Scr or Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,,,,,0,3,3,6,,,,,,,,,,,,,,,,,a,0.0334678443187,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,f,0.0176393389074,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,,,,,0,5,5,1,,,,,,,,,,,,,,,,,a,0.0678616323303,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,,,,,0,6,6,7,,,,,,,,,,,,,,,,,f,0.0683569564253,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,0,0,0,0,,,,,0,7,7,8,,,,,,,,,,,,,,,,,a,0.2179814249,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,0,0,6,,,,,,,,,,,d,0.000280237416519,,,f,0.118294103814,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,f,0.0849351415491,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,a,0.0410980665847,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,f,0.0346914287065,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,a,0.000440883069132,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,f,0.0517756476356,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,a,0.0006028674361,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,f,0.0509023600189,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,,,,,1,0,1,0,0,0,0,7,,,,,,,,,,,,,,,d,0.334867201825,f,0.217895747219,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,,,,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,f,0.0677317770933,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,,,,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,a,0.184747409254,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,1,0,1,0,0,3,3,6,,,,,,,,,,,,,,,,,f,0.0174702147342,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,,,,,1,0,1,0,0,4,4,5,,,,,,,,,,,,,,,,,a,0.000429727121627,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,,,,,1,0,1,0,0,5,5,0,,,,,,,,,,,,,,,,,f,0.0176295216725,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,,,,,1,0,1,0,0,6,6,8,,,,,,,,,,,,,,,,,a,0.151288935933,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,,,,,1,0,1,0,0,7,7,4,,,,,,,,,,,,,,,,,f,0.0345945950767,,,,,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,1,0,1,0,,,,,0,0,0,4,,,,,,,,,,,,,,,d,0.401489631438,f,0.0849404964047,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,,,,,1,0,1,0,,,,,0,1,1,5,,,,,,,,,,,,,,,,,a,0.000555119977435,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,,,,,1,0,1,0,,,,,0,2,2,8,,,,,,,,,,,,,,,,,a,0.11729319215,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,1,0,1,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,f,0.000434189500083,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,,,,,1,0,1,0,,,,,0,4,4,6,,,,,,,,,,,,,,,,,a,0.0514083938251,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,1,0,1,0,,,,,0,5,5,2,,,,,,,,,,,,,,,,,f,0.000701932254742,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,1,0,1,0,,,,,0,6,6,0,,,,,,,,,,,,,,,,,a,0.0180253347116,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,,,,,1,0,1,0,,,,,0,7,7,1,,,,,,,,,,,,,,,,,a,0.100764985674,,,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,0,0,7,,,,,,,,,,,d,0.334129124298,,,f,0.0181266307209,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,a,0.000394028086703,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,f,0.0516462386377,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,a,0.000759496947467,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,f,0.000742093668123,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,a,0.0347940634292,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,f,0.0178392534972,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,1,0,1,0,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,a,0.000330662302076,,,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.534345817434,,,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_8_WHI.jpg,right,8,schema,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,f,0.151023424368,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_15_WHI.jpg,right,15,schema,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,a,0.0177290327301,1,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_11_WHI.jpg,ahead,11,schema,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,f,0.000616700811406,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_13_WHI.jpg,left,13,schema,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,a,0.0351416827716,0,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_1_WHI.jpg,ahead,1,schema,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,f,0.0190400797519,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_13_WHI.jpg,right,13,schema,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,a,0.00031102783305,0,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_16_WHI.jpg,left,16,schema,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,f,0.0353648017344,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_4_WHI.jpg,ahead,4,schema,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,a,0.000323968733028,0,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_6_WHI.jpg,ahead,6,schema,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,f,0.0339105123385,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_6_WHI.jpg,left,6,schema,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,a,0.0180744208837,0,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_13_WHI.jpg,ahead,13,schema,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,f,0.000334678443323,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_6_WHI.jpg,right,6,schema,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,a,0.0846343771873,0,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_10_WHI.jpg,left,10,schema,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,f,0.000441329306341,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_21_WHI.jpg,right,21,schema,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,f,0.135507731741,1,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_20_WHI.jpg,ahead,20,schema,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,a,0.00060019000739,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_9_WHI.jpg,left,9,schema,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,f,0.0341452334878,1,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_3_WHI.jpg,ahead,3,schema,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,a,0.0349515854168,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_20_WHI.jpg,right,20,schema,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,f,0.035230484119,1,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_5_WHI.jpg,left,5,schema,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,a,0.0353313338892,,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_18_WHI.jpg,left,18,schema,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,f,0.0571300564898,0,2018_Aug_09_1059,59.9691451355,Arrows_VVA_Direction,1002,Whi,
