5.1065 	INFO 	Loaded monitor calibration from ['2015_02_18 17:00']
5.9495 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.4,  0.4,  0.4]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x08561090>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.9495 	EXP 	window1: recordFrameIntervals = False
6.1162 	EXP 	window1: recordFrameIntervals = True
6.3000 	DEBUG 	Screen (0) actual frame rate measured at 59.93
6.3001 	EXP 	window1: recordFrameIntervals = False
6.4510 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.5)
6.4515 	EXP 	Created text_6 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_6', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='', units=u'norm', win=Window(...), wrapWidth=1.5)
6.4520 	EXP 	Created text_9 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_9', opacity=1.0, ori=0, pos=array([ 0. , -0.6]), rgb=array([ 0.,  0.,  0.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
6.4540 	EXP 	Created image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.83333333,  1.48148148]), texRes=128, units=u'norm', win=Window(...))
6.9197 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=2, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
6.9402 	EXP 	Created text_10 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_10', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
6.9420 	EXP 	Created image_2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.83333333,  1.48148148]), texRes=128, units=u'norm', win=Window(...))
6.9500 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
6.9516 	EXP 	window1: blendMode = 'avg'
6.9665 	EXP 	text_4: autoDraw = True
6.9671 	EXP 	window1: blendMode = 'avg'
6.9838 	EXP 	window1: blendMode = 'avg'
7.0008 	EXP 	window1: blendMode = 'avg'
7.0189 	EXP 	window1: blendMode = 'avg'
7.0353 	EXP 	window1: blendMode = 'avg'
7.0516 	EXP 	window1: blendMode = 'avg'
7.0686 	EXP 	window1: blendMode = 'avg'
7.0853 	EXP 	window1: blendMode = 'avg'
7.1019 	EXP 	window1: blendMode = 'avg'
7.1188 	EXP 	window1: blendMode = 'avg'
7.1353 	EXP 	window1: blendMode = 'avg'
7.1523 	EXP 	window1: blendMode = 'avg'
7.1689 	EXP 	window1: blendMode = 'avg'
7.1857 	EXP 	window1: blendMode = 'avg'
7.2022 	EXP 	window1: blendMode = 'avg'
7.2191 	EXP 	window1: blendMode = 'avg'
7.2358 	EXP 	window1: blendMode = 'avg'
7.2523 	EXP 	window1: blendMode = 'avg'
7.2692 	EXP 	window1: blendMode = 'avg'
7.2856 	EXP 	window1: blendMode = 'avg'
7.3025 	EXP 	window1: blendMode = 'avg'
7.3189 	EXP 	window1: blendMode = 'avg'
7.3360 	EXP 	window1: blendMode = 'avg'
7.3526 	EXP 	window1: blendMode = 'avg'
7.3691 	EXP 	window1: blendMode = 'avg'
7.3861 	EXP 	window1: blendMode = 'avg'
7.4025 	EXP 	window1: blendMode = 'avg'
7.4193 	EXP 	window1: blendMode = 'avg'
7.4360 	EXP 	window1: blendMode = 'avg'
7.4528 	EXP 	window1: blendMode = 'avg'
7.4694 	EXP 	window1: blendMode = 'avg'
7.4858 	EXP 	window1: blendMode = 'avg'
7.5028 	EXP 	window1: blendMode = 'avg'
7.5195 	EXP 	window1: blendMode = 'avg'
7.5361 	EXP 	window1: blendMode = 'avg'
7.5528 	EXP 	window1: blendMode = 'avg'
7.5693 	EXP 	window1: blendMode = 'avg'
7.5861 	EXP 	window1: blendMode = 'avg'
7.6028 	EXP 	window1: blendMode = 'avg'
7.6194 	EXP 	window1: blendMode = 'avg'
7.6362 	EXP 	window1: blendMode = 'avg'
7.6527 	EXP 	window1: blendMode = 'avg'
7.6696 	EXP 	window1: blendMode = 'avg'
7.6859 	EXP 	window1: blendMode = 'avg'
7.7028 	EXP 	window1: blendMode = 'avg'
7.7196 	EXP 	window1: blendMode = 'avg'
7.7361 	EXP 	window1: blendMode = 'avg'
7.7530 	EXP 	window1: blendMode = 'avg'
7.7691 	DATA 	Keypress: space
7.7707 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
7.7716 	EXP 	New trial (rep=0, index=0): None
7.8523 	EXP 	window1: blendMode = 'avg'
7.8679 	EXP 	text_4: autoDraw = False
7.8679 	EXP 	text_6: text = "Let's try a few for practice. You'll see spatial directions one at a time on the screen. They will be either LEFT or RIGHT or AHEAD. Tell the experimenter if the spatial direction on the screen is the SAME or DIFFERENT from the spatial direction that you just saw."
7.8679 	EXP 	text_6: autoDraw = True
7.8682 	EXP 	window1: blendMode = 'avg'
7.8846 	EXP 	window1: blendMode = 'avg'
7.9027 	EXP 	window1: blendMode = 'avg'
7.9199 	EXP 	window1: blendMode = 'avg'
7.9363 	EXP 	window1: blendMode = 'avg'
7.9534 	EXP 	window1: blendMode = 'avg'
7.9699 	EXP 	window1: blendMode = 'avg'
7.9874 	EXP 	window1: blendMode = 'avg'
8.0025 	EXP 	window1: blendMode = 'avg'
8.0196 	EXP 	window1: blendMode = 'avg'
8.0352 	EXP 	window1: blendMode = 'avg'
8.0529 	EXP 	window1: blendMode = 'avg'
8.0696 	EXP 	window1: blendMode = 'avg'
8.0865 	EXP 	window1: blendMode = 'avg'
8.1037 	EXP 	window1: blendMode = 'avg'
8.1198 	EXP 	window1: blendMode = 'avg'
8.1370 	EXP 	window1: blendMode = 'avg'
8.1535 	EXP 	window1: blendMode = 'avg'
8.1689 	DATA 	Keypress: space
8.2118 	DEBUG 	Read excel file with pandas: Extra_Stimuli//practice_order_WHI_image.xlsx
8.2129 	EXP 	Imported Extra_Stimuli//practice_order_WHI_image.xlsx as conditions, 9 conditions, 5 params
8.2135 	EXP 	Created sequence: random, trialTypes=9, nReps=3, seed=None
8.2140 	EXP 	New trial (rep=0, index=0): {'Stimulus_Practice': u'left_image_3_WHI.jpg', 'Direction': u'left', 'Number': 3, 'Background': u'_WHI', 'Format': u'image'}
8.2463 	EXP 	window1: blendMode = 'avg'
8.2682 	EXP 	text_6: autoDraw = False
8.2682 	EXP 	image: image = u'Extra_Stimuli//left_image_3_WHI.jpg'
8.2682 	EXP 	text_9: autoDraw = True
8.2682 	EXP 	image: autoDraw = True
8.2685 	EXP 	window1: blendMode = 'avg'
8.2848 	EXP 	window1: blendMode = 'avg'
8.3022 	EXP 	window1: blendMode = 'avg'
