Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,date,frameRate,expName,participant,Scr or Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,1,0,1,0,0,8,8,0,,,,,,,,,,,,,None,,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,1,0,1,0,,,,,0,0,0,2,,,,,,,,,,,d,0.351852328517,f,0.200960629154,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,1,0,1,0,,,,,0,1,1,8,,,,,,,,,,,,,f,0.153082474601,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,1,0,1,0,,,,,0,2,2,0,,,,,,,,,,,,,f,0.167117421748,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,1,0,1,0,,,,,0,3,3,4,,,,,,,,,,,,,f,0.118066933239,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,1,0,1,0,,,,,0,4,4,3,,,,,,,,,,,,,f,0.134683823911,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,1,0,1,0,,,,,0,5,5,7,,,,,,,,,,,,,f,0.118355116108,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,1,0,1,0,,,,,0,6,6,1,,,,,,,,,,,,,f,0.153466328513,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,1,0,1,0,,,,,0,7,7,5,,,,,,,,,,,,,f,0.301458059344,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,1,0,1,0,,,,,0,8,8,6,,,,,,,,,,,,,None,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,1,0,1,0,,,,,,,,,0,0,0,3,,,,,,,d,0.234128581593,,,f,0.184703016654,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,1,0,1,0,,,,,,,,,0,1,1,8,,,,,,,,,,,f,0.100647811778,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,1,0,1,0,,,,,,,,,0,2,2,1,,,,,,,,,,,f,0.167835977394,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,1,0,1,0,,,,,,,,,0,3,3,4,,,,,,,,,,,f,0.10118936142,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,1,0,1,0,,,,,,,,,0,4,4,2,,,,,,,,,,,f,0.117174005136,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,1,0,1,0,,,,,,,,,0,5,5,0,,,,,,,,,,,f,0.151221134933,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
