Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,,,,,d,0.75119895814,,,,,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,0,0,0,0,,,,,,,,,,,d,0.368324688636,f,0.868702398613,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,0,1,1,2,,,,,,,,,,,,,f,0.301555778366,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,0,2,2,6,,,,,,,,,,,,,f,0.236594374059,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,0,3,3,1,,,,,,,,,,,,,f,0.268155524042,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,0,4,4,7,,,,,,,,,,,,,f,0.269005736802,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,0,5,5,8,,,,,,,,,,,,,f,0.284732624656,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,0,6,6,5,,,,,,,,,,,,,f,0.250892928103,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,0,7,7,4,,,,,,,,,,,,,f,0.452835720032,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,0,8,8,3,,,,,,,,,,,,,None,,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,,,,,0,0,0,8,,,,,,,,,,,d,0.550936989486,f,0.284445612226,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,,,,,0,1,1,5,,,,,,,,,,,,,f,0.235046085902,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,,,,,0,2,2,0,,,,,,,,,,,,,f,0.268378463574,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,,,,,0,3,3,6,,,,,,,,,,,,,f,0.318468458485,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,,,,,0,4,4,1,,,,,,,,,,,,,f,0.302515120246,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,,,,,0,5,5,2,,,,,,,,,,,,,f,0.284349356079,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,,,,,0,6,6,7,,,,,,,,,,,,,f,0.268112808466,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,,,,,0,7,7,4,,,,,,,,,,,,,f,0.401583045721,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,,,,,0,8,8,3,,,,,,,,,,,,,None,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,0,0,0,0,,,,,,,,,0,0,0,1,,,,,,,d,0.317534277448,,,f,0.25044909725,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,,,,,,,,,0,1,1,3,,,,,,,,,,,f,0.185027478263,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,0,0,0,0,,,,,,,,,0,2,2,5,,,,,,,,,,,f,0.234701144043,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,0,0,0,0,,,,,,,,,0,3,3,0,,,,,,,,,,,f,0.267715204041,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,0,0,0,0,,,,,,,,,0,4,4,7,,,,,,,,,,,f,0.251344951103,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,0,0,0,0,,,,,,,,,0,5,5,6,,,,,,,,,,,f,0.268135336693,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,,,f,0.250392338261,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,0,0,0,0,,,,,,,,,0,7,7,2,,,,,,,,,,,f,0.46784522268,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,0,0,0,0,,,,,,,,,0,8,8,4,,,,,,,,,,,None,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,1,0,1,0,0,0,0,4,,,,,,,,,,,d,0.650928563438,f,0.284456144786,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,1,0,1,0,0,1,1,2,,,,,,,,,,,,,f,0.201333658071,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,1,0,1,0,0,2,2,6,,,,,,,,,,,,,f,0.1847463171,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,1,0,1,0,0,3,3,3,,,,,,,,,,,,,f,0.151673157699,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,1,0,1,0,0,4,4,8,,,,,,,,,,,,,f,0.167493668618,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,1,0,1,0,0,5,5,5,,,,,,,,,,,,,f,0.183633667883,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,1,0,1,0,0,6,6,1,,,,,,,,,,,,,f,0.167936036829,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,1,0,1,0,0,7,7,7,,,,,,,,,,,,,f,0.250735524809,,,,,,,2018_Aug_09_0941,59.944264278,Arrows_VVA_Direction,1002,Whi,
