Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,space,0.284804638068,,,,,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,0,0,0,3,,,space,0.251412829384,f,0.418637820636,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,0,0,0,0,0,1,1,6,,,,,j,0.167956128309,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,0,0,0,0,0,2,2,4,,,,,f,0.134236931743,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,0,0,0,0,0,3,3,8,,,,,j,0.0682049313909,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,0,0,0,0,0,4,4,5,,,,,f,0.167352845194,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,0,0,0,0,0,5,5,1,,,,,j,0.134046760038,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,0,0,0,0,0,6,6,0,,,,,f,0.134100885771,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,0,0,0,0,0,7,7,2,,,,,j,0.134330262081,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,0,0,0,0,0,8,8,7,,,,,f,0.134158815024,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,0,0,0,0,1,0,9,8,,,,,j,0.301487084129,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,0,0,0,0,1,1,10,0,,,,,f,0.217304219666,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,0,0,0,0,1,2,11,7,,,,,j,0.185062510893,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,0,0,0,0,1,3,12,2,,,,,f,0.101952214842,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,0,0,0,0,1,4,13,6,,,,,j,0.100539092848,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,1,5,14,3,,,,,f,0.101142375963,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,0,0,0,0,1,6,15,1,,,,,j,0.0685015991912,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,0,0,0,0,1,7,16,4,,,,,f,0.0511201990303,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,0,0,0,0,1,8,17,5,,,,,j,0.0335995347123,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,0,0,0,0,2,0,18,2,,,,,f,0.168061161588,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,0,0,0,0,2,1,19,8,,,,,j,0.000432128610555,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,0,0,0,0,2,2,20,7,,,,,f,0.0846228924347,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,0,0,0,0,2,3,21,4,,,,,j,0.0342847379507,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,0,0,0,0,2,4,22,0,,,,,f,0.0178574145539,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,0,0,0,0,2,5,23,3,,,,,j,0.0511441898998,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,0,0,0,0,2,6,24,6,,,,,f,0.0344752022065,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,0,0,0,0,2,7,25,5,,,,,j,0.051197437977,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,0,0,0,0,2,8,26,1,,,,,f,0.0338455876336,2018_May_10_0942,59.9447197867,Arrows_VVA_Direction,,Whi,
