Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,spatialdirection_correct,date,frameRate,expName,participant,Scr or Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,0,0,0,0,,,,,0,1,1,4,,,,,,,,,,,,,,,,,a,0.0184296262705,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,f,0.0188526598231,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,,,,,0,3,3,1,,,,,,,,,,,,,,,,,a,0.000328877349602,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,0,0,0,0,,,,,0,4,4,5,,,,,,,,,,,,,,,,,f,0.0352675218674,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,0,0,0,0,,,,,0,5,5,3,,,,,,,,,,,,,,,,,a,0.0172221064486,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,f,0.0505078856932,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,a,0.0514909478406,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,d,0.316970383636,,,f,0.0676938468696,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,a,0.168615908293,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,f,0.000601082483627,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,a,0.000927728645365,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,f,0.0177165380683,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,a,0.000510942422807,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,f,0.0511210166014,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,0,0,0,0,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,a,0.000319060116453,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,d,0.485530958425,f,0.0509175321076,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,,,,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,f,0.0681887247274,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,,,,,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,f,0.0663078318767,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,,,,,1,0,1,0,0,3,3,4,,,,,,,,,,,,,,,,,a,0.000372162428903,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,,,,,1,0,1,0,0,4,4,5,,,,,,,,,,,,,,,,,f,0.0525753059965,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,,,,,1,0,1,0,0,5,5,8,,,,,,,,,,,,,,,,,f,0.083467911254,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,a,0.0181261844828,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,f,0.0403818547165,,,,,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,1,0,1,0,,,,,0,0,0,1,,,,,,,,,,,,,,,d,0.301579637628,f,0.168091132494,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,1,0,1,0,,,,,0,1,1,8,,,,,,,,,,,,,,,,,a,0.0175643709363,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,1,0,1,0,,,,,0,2,2,4,,,,,,,,,,,,,,,,,f,0.0346311865869,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,1,0,1,0,,,,,0,3,3,2,,,,,,,,,,,,,,,,,f,0.068922786113,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,1,0,1,0,,,,,0,4,4,3,,,,,,,,,,,,,,,,,a,0.0176201506774,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,1,0,1,0,,,,,0,5,5,0,,,,,,,,,,,,,,,,,f,0.0181212758662,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,1,0,1,0,,,,,0,6,6,7,,,,,,,,,,,,,,,,,a,0.0348395796973,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,1,0,1,0,,,,,0,7,7,5,,,,,,,,,,,,,,,,,a,0.068511354747,,,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,0,0,6,,,,,,,,,,,d,0.234686787832,,,f,0.151914561502,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,a,0.000319952591781,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,a,0.10065833481,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,a,0.100993013253,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,a,0.0683466929531,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,a,0.068165074118,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,f,0.000597958818616,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,a,0.0178981569034,,,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.383979701529,,,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_8_WHI.jpg,right,8,schema,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,f,0.0175621397466,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_15_WHI.jpg,right,15,schema,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,a,0.0520282183015,1,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_11_WHI.jpg,ahead,11,schema,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,f,0.0180855768313,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_13_WHI.jpg,left,13,schema,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,a,0.000477920816593,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_1_WHI.jpg,ahead,1,schema,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,f,0.0510933498499,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_13_WHI.jpg,right,13,schema,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,a,0.000383764614526,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_16_WHI.jpg,left,16,schema,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,f,0.0519751159891,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_4_WHI.jpg,ahead,4,schema,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,a,0.000313259022732,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_6_WHI.jpg,ahead,6,schema,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,f,0.051977793416,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_6_WHI.jpg,left,6,schema,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,a,0.000400721656661,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_13_WHI.jpg,ahead,13,schema,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,f,0.0519434330954,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_6_WHI.jpg,right,6,schema,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,a,0.206721057119,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_10_WHI.jpg,left,10,schema,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,f,0.0525150638769,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_21_WHI.jpg,right,21,schema,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,a,0.000312366547405,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_20_WHI.jpg,ahead,20,schema,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,a,0.15250181061,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_9_WHI.jpg,left,9,schema,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,a,0.122982725684,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,ahead_schema_3_WHI.jpg,ahead,3,schema,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,a,0.0850788301605,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,right_schema_20_WHI.jpg,right,20,schema,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,f,0.0179052967105,1,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_5_WHI.jpg,left,5,schema,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,a,0.034472325885,,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
,,,,,left_schema_18_WHI.jpg,left,18,schema,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,f,0.0669339036849,0,2018_Aug_09_1100,60.0316370922,Arrows_VVA_Direction,1002,Whi,
