Stimulus,direction,number,format,Stimulus_Practice,Direction,Number,Background,Format,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,spatialdirection_correct,date,frameRate,expName,participant,Scr or Whi,
,,,,ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,1,0,1,0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,f,1.31745141403,,,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,d,0.550374033457,,,f,0.306711004491,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,right_schema_2_WHI.jpg,right,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,f,0.0349352246512,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,left_schema_3_WHI.jpg,left,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,f,0.251363691535,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,f,0.434570472866,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,f,0.267355830674,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,left_schema_1_WHI.jpg,left,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,f,0.0178350861415,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,f,0.251220896609,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,left_schema_2_WHI.jpg,left,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,f,0.0181309393765,,,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.467620804507,,,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
right_schema_7_WHI.jpg,right,7,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,f,0.484041774655,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_1_WHI.jpg,ahead,1,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,f,0.0181956433262,1,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
right_schema_20_WHI.jpg,right,20,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,f,0.301361995845,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
right_schema_11_WHI.jpg,right,11,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,f,0.0187775326467,0,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_15_WHI.jpg,ahead,15,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,f,0.300422672978,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_4_WHI.jpg,ahead,4,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,f,0.500957172232,0,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
left_schema_2_WHI.jpg,left,2,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,f,0.284511748452,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_9_WHI.jpg,ahead,9,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,f,0.251483728519,1,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_16_WHI.jpg,ahead,16,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,f,0.251486852158,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
right_schema_4_WHI.jpg,right,4,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,f,0.134004558729,1,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_17_WHI.jpg,ahead,17,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,f,0.433618209208,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_6_WHI.jpg,ahead,6,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,f,0.134713178543,0,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
left_schema_7_WHI.jpg,left,7,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,f,0.218289709484,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_10_WHI.jpg,ahead,10,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,f,0.151239459949,1,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
right_schema_16_WHI.jpg,right,16,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,f,0.218197339016,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
left_schema_3_WHI.jpg,left,3,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,f,0.0848161693839,1,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
left_schema_10_WHI.jpg,left,10,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,f,0.267896666453,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
left_schema_1_WHI.jpg,left,1,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,f,0.0681912702321,0,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
ahead_schema_7_WHI.jpg,ahead,7,schema,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,f,0.268603055098,,2018_Nov_08_1210,60.2110229537,Arrows_VVA_Direction,1003,Whi,
