repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,space,1.01786151057,2018_May_10_0932,59.9797491533,Arrows_VVA_Direction,123,Whi,
