repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,space,0.468323247391,,,2018_May_10_0933,59.9599678031,Arrows_VVA_Direction,123,Whi,
