Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,date,frameRate,expName,participant,Scr or Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,0,0,0,0,,,,,0,6,6,3,,,,,,,,,,,,,,,,,f,0.310231111245,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,0,0,0,0,,,,,0,7,7,2,,,,,,,,,,,,,,,,,a,0.412900203839,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,0,0,0,0,,,,,0,8,8,0,,,,,,,,,,,,,,,,,f,0.211888168706,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,0,0,3,,,,,,,,,,,d,0.588779679267,,,f,0.352529102471,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,a,0.234481609194,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,f,0.194165649824,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,a,0.0925930789672,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,f,0.172061559511,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,a,0.138112077722,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,f,0.175353998784,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,a,0.374317906564,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,0,0,0,0,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,f,0.54102822626,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,,,,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,d,0.570030428469,f,0.469618421979,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,1,0,1,0,0,1,1,8,,,,,,,,,,,,,,,,,a,0.195292140357,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,f,0.157576469239,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,1,0,1,0,0,3,3,7,,,,,,,,,,,,,,,,,a,0.0523969940841,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,1,0,1,0,0,4,4,1,,,,,,,,,,,,,,,,,f,0.0813881121576,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,,,,,1,0,1,0,0,5,5,4,,,,,,,,,,,,,,,,,a,0.0589925465174,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,1,0,1,0,0,6,6,5,,,,,,,,,,,,,,,,,f,0.0655589511152,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,,,,,a,0.0667359365616,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,1,0,1,0,0,8,8,6,,,,,,,,,,,,,,,,,f,0.0444503924809,,,,,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,,,,,1,0,1,0,,,,,0,0,0,1,,,,,,,,,,,,,,,d,0.42028109706,f,0.239418215351,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,,,,,1,0,1,0,,,,,0,1,1,4,,,,,,,,,,,,,,,,,a,0.0599420990329,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,,,,,1,0,1,0,,,,,0,2,2,0,,,,,,,,,,,,,,,,,f,0.0206955668982,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,,,,,1,0,1,0,,,,,0,3,3,5,,,,,,,,,,,,,,,,,a,0.0715920790099,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,,,,,1,0,1,0,,,,,0,4,4,2,,,,,,,,,,,,,,,,,f,0.03596887202,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,1,0,1,0,,,,,0,5,5,6,,,,,,,,,,,,,,,,,a,0.0633925918955,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,,,,,1,0,1,0,,,,,0,6,6,7,,,,,,,,,,,,,,,,,f,0.0520496871322,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,,,,,1,0,1,0,,,,,0,7,7,3,,,,,,,,,,,,,,,,,a,0.020793272648,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,,,,,1,0,1,0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,f,0.0599815098103,,,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,0,0,1,,,,,,,,,,,d,0.366673864657,,,f,0.196394409519,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,a,0.0631372430362,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,f,0.158069924451,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,a,0.000924510182813,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,f,0.000337454490364,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,a,0.066939558601,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,f,0.147742256988,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,a,0.0937778644729,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,,,,,1,0,1,0,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,f,0.170347602805,,,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.800579173723,,,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_4_WHI.jpg,right,4,word,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,f,0.328249620972,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_16_WHI.jpg,right,16,word,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,f,0.263409505598,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_4_WHI.jpg,ahead,4,word,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,f,0.293058290146,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_4_WHI.jpg,left,4,word,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,f,0.95914665889,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_10_WHI.jpg,ahead,10,word,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,f,0.459132290212,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_9_WHI.jpg,left,9,word,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,f,0.31624740758,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_6_WHI.jpg,left,6,word,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,f,0.236452556914,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_3_WHI.jpg,ahead,3,word,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,f,0.546758794691,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_5_WHI.jpg,right,5,word,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,f,0.546682846965,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_11_WHI.jpg,right,11,word,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,f,0.581870072521,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_10_WHI.jpg,left,10,word,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,f,0.343666200992,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_8_WHI.jpg,left,8,word,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,f,0.297625010135,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_18_WHI.jpg,ahead,18,word,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,f,0.337159322808,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_21_WHI.jpg,left,21,word,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,f,0.28321340424,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_12_WHI.jpg,ahead,12,word,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,f,0.413230679464,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_10_WHI.jpg,right,10,word,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,f,0.481320128543,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_word_20_WHI.jpg,left,20,word,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,f,0.559040167602,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_14_WHI.jpg,ahead,14,word,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,f,0.300019212766,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_3_WHI.jpg,right,3,word,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,f,0.258000381058,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_word_14_WHI.jpg,right,14,word,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,f,0.288995699491,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_word_8_WHI.jpg,ahead,8,word,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,f,0.232703199377,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_7_WHI.jpg,ahead,7,schema,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,f,0.486550673144,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_8_WHI.jpg,ahead,8,schema,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,f,0.171930601122,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_12_WHI.jpg,ahead,12,schema,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,f,0.165578492219,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_20_WHI.jpg,left,20,schema,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,f,0.186424722895,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_17_WHI.jpg,right,17,schema,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,f,0.168285928201,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_11_WHI.jpg,ahead,11,schema,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,f,0.151004727697,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_4_WHI.jpg,left,4,schema,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,f,0.136419057846,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_19_WHI.jpg,right,19,schema,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,f,0.178635353688,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_17_WHI.jpg,ahead,17,schema,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,f,0.193833532277,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_2_WHI.jpg,ahead,2,schema,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,f,0.16684702551,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_5_WHI.jpg,left,5,schema,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,f,0.150171354646,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_17_WHI.jpg,left,17,schema,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,f,0.135629611323,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_13_WHI.jpg,right,13,schema,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,f,0.176707922248,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_schema_13_WHI.jpg,ahead,13,schema,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,f,0.151738342131,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_1_WHI.jpg,right,1,schema,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,f,0.175412293756,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_2_WHI.jpg,right,2,schema,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,f,0.17904300848,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_2_WHI.jpg,left,2,schema,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,f,0.0803987383842,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_3_WHI.jpg,right,3,schema,,,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,f,0.242442168761,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_schema_15_WHI.jpg,right,15,schema,,,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,f,0.588990280405,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_15_WHI.jpg,left,15,schema,,,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,f,0.251289059641,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_schema_9_WHI.jpg,left,9,schema,,,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,f,0.265899772057,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_10_WHI.jpg,right,10,image,,,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,f,0.278972233413,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_17_WHI.jpg,ahead,17,image,,,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,f,0.186968262773,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_20_WHI.jpg,left,20,image,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,f,0.347932824399,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_11_WHI.jpg,left,11,image,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,f,0.298921869835,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_2_WHI.jpg,right,2,image,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,f,0.277874890482,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_5_WHI.jpg,right,5,image,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,f,0.327576764859,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_8_WHI.jpg,right,8,image,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,f,0.3796958311,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_1_WHI.jpg,left,1,image,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,f,0.556542511797,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_1_WHI.jpg,ahead,1,image,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,f,0.370644086506,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_17_WHI.jpg,left,17,image,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,f,0.445078665623,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_13_WHI.jpg,ahead,13,image,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,f,0.328298884444,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_8_WHI.jpg,ahead,8,image,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,f,0.393096715445,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_10_WHI.jpg,ahead,10,image,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,f,0.310573491966,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_18_WHI.jpg,left,18,image,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,f,0.334590645507,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,left_image_9_WHI.jpg,left,9,image,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,f,0.434698450146,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_7_WHI.jpg,right,7,image,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,f,0.438250754029,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,ahead_image_2_WHI.jpg,ahead,2,image,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,f,0.424211497884,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
,,,,,right_image_12_WHI.jpg,right,12,image,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,f,0.610517167486,2018_Aug_07_0904,None,Arrows_VVA_Direction,1001,Whi,
