Stimulus_Practice,Direction,Number,Background,Format,Stimulus,direction,number,format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,spatialdirection_correct,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,6.89457584416,,,,,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,,,,,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,s,0.268087250224,f,0.2671680001,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,,,,,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,a,0.251586710499,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,f,0.202974443508,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,a,0.117750139783,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,,,,,0,0,0,0,0,4,4,6,,,,,,,,,,,,,,,,,f,0.167722093731,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,a,0.151418791169,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,,,,,0,0,0,0,0,6,6,8,,,,,,,,,,,,,,,,,f,0.168276321232,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,,,,,a,0.250765186482,,,,,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,,,,,0,0,0,0,,,,,0,0,0,7,,,,,,,,,,,,,,,d,0.267214855081,f,0.268938225947,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,,,,,0,0,0,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,a,0.134548766442,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,,,,,0,0,0,0,,,,,0,2,2,8,,,,,,,,,,,,,,,,,f,0.10019156994,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,,,,,0,0,0,0,,,,,0,3,3,6,,,,,,,,,,,,,,,,,a,0.152061820017,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,,,,,0,0,0,0,,,,,0,4,4,1,,,,,,,,,,,,,,,,,f,0.117539069246,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,,,,,0,0,0,0,,,,,0,5,5,3,,,,,,,,,,,,,,,,,a,0.100985427209,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,,,,,0,0,0,0,,,,,0,6,6,5,,,,,,,,,,,,,,,,,f,0.133724118759,,,,,,,,2018_Aug_09_1205,60.2270180205,Arrows_VVA_Direction,1001,Whi,
