Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Stimulus,direction,number,format,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,date,frameRate,expName,participant,Scr or Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,d,0.554202909581,f,0.34730717889,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,a,0.126281464938,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,f,0.114629842807,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,a,0.180009803502,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,f,0.109757279046,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,a,0.127967916429,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,f,0.123294048477,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,a,0.0922260666266,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,d,0.357221444137,,,f,0.262195162009,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,a,0.162745845038,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,f,0.0945106581785,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,a,0.0993097373284,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,f,0.122395811835,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,a,0.172307055676,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,f,0.0928159961477,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,a,0.281847575679,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,None,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,d,0.365098255919,f,0.314072837587,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,1,0,1,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,a,0.130737752654,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,1,0,1,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,f,0.265739255119,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,a,0.000930668320507,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,1,0,1,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,f,0.367311415495,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,1,0,1,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,a,0.0901200550143,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,1,0,1,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,f,0.211831105174,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,1,0,1,0,0,7,7,5,,,,,,,,,,,,,,,,,,,,,a,0.146617408609,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,1,0,1,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,1,0,1,0,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,d,0.313420507591,f,0.343445336446,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,1,0,1,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,a,0.289168532006,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,1,0,1,0,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,f,0.172043085797,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,1,0,1,0,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,a,0.174346151063,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,1,0,1,0,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,f,0.157993566245,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,1,0,1,0,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,a,0.203574143816,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,1,0,1,0,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,f,0.21285291086,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,1,0,1,0,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,a,0.165551397251,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,1,0,1,0,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,1,0,1,0,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,d,0.505948969629,,,f,0.43982307869,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,1,0,1,0,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,f,0.380631836364,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,1,0,1,0,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,a,0.176780175185,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,1,0,1,0,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,f,0.103519297205,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,1,0,1,0,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,a,0.198410926154,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,1,0,1,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,f,0.243927050615,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,1,0,1,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,a,0.000839530956,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,1,0,1,0,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,f,0.324728106847,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,1,0,1,0,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,None,,,,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,0.474980746396,,,2018_Aug_07_1028,None,Arrows_VVA_Direction,1001,Whi,
