Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,space,0.252021086228,,,,,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,0,0,0,8,,,space,0.25170276803,f,0.234653436986,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,0,1,1,1,,,,,j,0.118196388299,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,0,2,2,5,,,,,f,0.101416223217,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,0,3,3,7,,,,,j,0.101219322358,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,0,4,4,4,,,,,f,0.134379706753,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,0,5,5,3,,,,,j,0.117658933799,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,0,6,6,0,,,,,f,0.100585026608,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,0,7,7,2,,,,,j,0.0850008952548,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,0,8,8,6,,,,,f,0.201464380545,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,1,0,9,0,,,,,j,0.251050918072,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,1,1,10,8,,,,,f,0.118263094628,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,0,0,0,0,1,2,11,3,,,,,j,0.101563679404,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,1,3,12,6,,,,,f,0.0840204870328,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,1,4,13,2,,,,,j,0.101813243178,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,1,5,14,1,,,,,f,0.100632130692,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,1,6,15,4,,,,,j,0.067690882599,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,1,7,16,7,,,,,f,0.117401470605,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,1,8,17,5,,,,,j,0.101486147905,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,0,0,0,0,2,0,18,8,,,,,f,0.101211130386,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,0,0,0,0,2,1,19,7,,,,,j,0.0334336464875,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,0,0,0,0,2,2,20,2,,,,,f,0.13430041977,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,0,0,0,0,2,3,21,5,,,,,j,0.084807797859,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,0,0,0,0,2,4,22,0,,,,,f,0.101021251292,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,0,0,0,0,2,5,23,4,,,,,j,0.118495689298,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,0,0,0,0,2,6,24,1,,,,,f,0.334189008456,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,0,0,0,0,2,7,25,6,,,,,j,0.184470052947,2018_May_10_0952,59.9750130743,Arrows_VVA_Direction,,Whi,
