Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Stimulus,direction,number,format,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,key_resp_2.keys,key_resp_2.rt,key_resp_12.keys,key_resp_12.rt,key_resp_14.keys,key_resp_14.rt,key_resp_13.keys,key_resp_13.rt,direction_response.keys,direction_response.rt,date,frameRate,expName,participant,Scr or Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,f,0.000590340234339,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,f,0.00357939861715,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,None,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,1,0,1,0,0,0,0,4,,,,,,,,,,,,,,,,,,,s,0.409561374923,f,0.213566820137,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,1,0,1,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,f,0.0840048212558,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,1,0,1,0,0,2,2,6,,,,,,,,,,,,,,,,,,,,,a,0.00119545916095,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,f,0.0333538048435,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,1,0,1,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,a,0.0334359107073,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,1,0,1,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,a,0.0628014307003,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,1,0,1,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,f,0.0321250930429,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,1,0,1,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,a,0.121149857761,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,1,0,1,0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_word_2_WHI.jpg,left,2,_WHI,word,1,0,1,0,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,s,0.33015857893,f,0.155734427273,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_word_3_WHI.jpg,right,3,_WHI,word,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,a,0.0626392716076,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_word_1_WHI.jpg,right,1,_WHI,word,1,0,1,0,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,f,0.0320454505272,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_2_WHI.jpg,ahead,2,_WHI,word,1,0,1,0,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,a,0.00104192155413,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_word_1_WHI.jpg,left,1,_WHI,word,1,0,1,0,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,f,0.0322548199911,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_3_WHI.jpg,ahead,3,_WHI,word,1,0,1,0,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,a,0.0316217851359,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_word_1_WHI.jpg,ahead,1,_WHI,word,1,0,1,0,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,a,0.0908089219593,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_word_3_WHI.jpg,left,3,_WHI,word,1,0,1,0,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,f,0.000619487604126,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_word_2_WHI.jpg,right,2,_WHI,word,1,0,1,0,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_schema_3_WHI.jpg,right,3,_WHI,schema,1,0,1,0,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,s,0.346744344104,,,f,0.152741263621,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_schema_3_WHI.jpg,left,3,_WHI,schema,1,0,1,0,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,a,0.0325828322675,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_1_WHI.jpg,ahead,1,_WHI,schema,1,0,1,0,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,f,0.0578352662269,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_2_WHI.jpg,ahead,2,_WHI,schema,1,0,1,0,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,a,0.0393565539271,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_schema_2_WHI.jpg,left,2,_WHI,schema,1,0,1,0,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,f,0.0429700266104,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_schema_2_WHI.jpg,right,2,_WHI,schema,1,0,1,0,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,f,0.0634833185468,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
right_schema_1_WHI.jpg,right,1,_WHI,schema,1,0,1,0,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,a,0.0412109114695,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
left_schema_1_WHI.jpg,left,1,_WHI,schema,1,0,1,0,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,f,0.0618235515431,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
ahead_schema_3_WHI.jpg,ahead,3,_WHI,schema,1,0,1,0,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,None,,,,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.66322944779,,,2018_Aug_07_1033,None,Arrows_VVA_Direction,1001,Whi,
