Stimulus_Practice,Direction,Number,Background,Format,repeat_spatial_practice.thisRepN,repeat_spatial_practice.thisTrialN,repeat_spatial_practice.thisN,repeat_spatial_practice.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.rt,date,frameRate,expName,participant,Scr or Whi,
,,,,,,,,,,,,,space,0.802741632157,,,,,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,0,0,0,2,,,space,0.301255952334,j,0.869026122033,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,0,1,1,5,,,,,f,0.720520754461,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,0,2,2,0,,,,,j,0.250859868596,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,0,3,3,4,,,,,f,0.184950748459,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,0,4,4,7,,,,,j,0.134642728837,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,0,5,5,1,,,,,f,0.201443315367,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,0,6,6,6,,,,,j,0.201498611481,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,0,7,7,8,,,,,f,0.201952097763,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,0,8,8,3,,,,,j,0.351758239674,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,1,0,9,8,,,,,f,0.351708209899,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,1,1,10,1,,,,,j,0.351630385849,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,1,2,11,5,,,,,f,0.301691591798,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,1,3,12,6,,,,,j,0.302430043113,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,1,4,13,7,,,,,f,0.301535358478,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,1,5,14,0,,,,,j,0.251781177358,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,1,6,15,3,,,,,f,0.168274153897,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,1,7,16,2,,,,,j,0.151234770194,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,1,8,17,4,,,,,f,0.184753847599,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_3_WHI.jpg,right,3,_WHI,image,0,0,0,0,2,0,18,4,,,,,j,0.168168242904,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_3_WHI.jpg,ahead,3,_WHI,image,0,0,0,0,2,1,19,6,,,,,f,0.367809608346,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_1_WHI.jpg,ahead,1,_WHI,image,0,0,0,0,2,2,20,0,,,,,j,0.301109081309,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
ahead_image_2_WHI.jpg,ahead,2,_WHI,image,0,0,0,0,2,3,21,1,,,,,f,0.267686260049,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_2_WHI.jpg,right,2,_WHI,image,0,0,0,0,2,4,22,7,,,,,j,0.251734950987,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_3_WHI.jpg,left,3,_WHI,image,0,0,0,0,2,5,23,2,,,,,f,0.251752212702,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_1_WHI.jpg,left,1,_WHI,image,0,0,0,0,2,6,24,3,,,,,j,0.268429392483,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
left_image_2_WHI.jpg,left,2,_WHI,image,0,0,0,0,2,7,25,8,,,,,f,0.217828508408,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
right_image_1_WHI.jpg,right,1,_WHI,image,0,0,0,0,2,8,26,5,,,,,j,0.267717272625,2018_May_10_0935,59.9335778728,Arrows_VVA_Direction,,Whi,
